source,video_id,q_idx,question_type,is_scene_model_question,question
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,Q76JRCyTnSc_000007_000017,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,Q76JRCyTnSc_000007_000017,2,object_attr,0,What object does the main subject throw?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,Q76JRCyTnSc_000007_000017,3,spatial_relation,1,What is visible on the board where the object hits?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,Q76JRCyTnSc_000007_000017,4,object_attr,0,What is the main subject's reaction after throwing the object?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,058y9xGmmTQ_000206_000216,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,058y9xGmmTQ_000206_000216,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,058y9xGmmTQ_000206_000216,2,other,0,What brand is prominently featured?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,058y9xGmmTQ_000206_000216,3,other,0,What is written on the tray liner?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,058y9xGmmTQ_000206_000216,4,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,vLGOZvJ_v4Q_000285_000295,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,vLGOZvJ_v4Q_000285_000295,1,spatial_relation,1,What kitchen appliance is visible in the background?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,vLGOZvJ_v4Q_000285_000295,2,other,0,What container is near the stove?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,vLGOZvJ_v4Q_000285_000295,3,other,0,What is the main ingredient being cooked?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,vLGOZvJ_v4Q_000285_000295,4,object_attr,0,What brand is visible on the salt container?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,B0EKYDSv_yQ_000002_000012,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,B0EKYDSv_yQ_000002_000012,1,spatial_relation,1,Where is the main subject located?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,B0EKYDSv_yQ_000002_000012,2,action_relation,1,What key object is the main subject using?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,B0EKYDSv_yQ_000002_000012,3,spatial_relation,1,What is on the counter next to the main subject?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,B0EKYDSv_yQ_000002_000012,4,object_attr,0,What is visible on the subject's shirt?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,PbGvLf7HvXQ_000063_000073,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,PbGvLf7HvXQ_000063_000073,1,other,0,What type of bowl is being used?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,PbGvLf7HvXQ_000063_000073,2,other,0,What is on the cutting board?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,PbGvLf7HvXQ_000063_000073,3,count,1,How many hands are involved in the action?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,PbGvLf7HvXQ_000063_000073,4,other,0,What is the setting of the activity?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,0HEi6q3bGaw_000011_000021,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,0HEi6q3bGaw_000011_000021,1,other,0,What type of terrain is the scene set in?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,0HEi6q3bGaw_000011_000021,2,object_attr,0,What is the main object being used?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,0HEi6q3bGaw_000011_000021,3,object_attr,0,What is visible on the snowmobile?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,0HEi6q3bGaw_000011_000021,4,other,0,What is the weather condition in the scene?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,09dQut5GJ68_000049_000059,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,09dQut5GJ68_000049_000059,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,09dQut5GJ68_000049_000059,2,object_attr,0,What key object is visible in the frames?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,09dQut5GJ68_000049_000059,3,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,09dQut5GJ68_000049_000059,4,object_attr,0,Is there any visible text on screen?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,hOirknJr3os_000001_000011,0,object_attr,0,What is depicted on the sign in the first frame?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,hOirknJr3os_000001_000011,1,object_attr,0,What animals are shown in the third and fourth frames?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,hOirknJr3os_000001_000011,2,object_attr,0,What flags are visible in the second frame?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,hOirknJr3os_000001_000011,3,other,0,What activity is happening in the fifth to seventh frames?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,hOirknJr3os_000001_000011,4,other,0,What logo is present in all frames?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,TF4q9y0rJoc_000000_000010,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,TF4q9y0rJoc_000000_000010,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,TF4q9y0rJoc_000000_000010,2,object_attr,0,What key objects are visible on the slope?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,TF4q9y0rJoc_000000_000010,3,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,TF4q9y0rJoc_000000_000010,4,other,0,What is the lighting condition in the scene?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,z8Q-s8AthrA_000002_000012,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,z8Q-s8AthrA_000002_000012,1,spatial_relation,1,Where is the activity taking place?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,z8Q-s8AthrA_000002_000012,2,object_attr,0,What key object is involved in the activity?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,z8Q-s8AthrA_000002_000012,3,spatial_relation,1,What is visible in the background?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,z8Q-s8AthrA_000002_000012,4,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,abaLFY_GI8k_000295_000305,0,other,0,What activity are the people engaged in?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,abaLFY_GI8k_000295_000305,1,other,0,What is the setting of the activity?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,abaLFY_GI8k_000295_000305,2,object_attr,0,What key object is used in the activity?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,abaLFY_GI8k_000295_000305,3,count,1,How many people are visible participating in the activity?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,abaLFY_GI8k_000295_000305,4,spatial_relation,1,What is visible in the background?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,KFcH6BYZWhc_000011_000021,0,other,0,What activity is taking place on the ice?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,KFcH6BYZWhc_000011_000021,1,action_relation,1,What is the main action of the players?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,KFcH6BYZWhc_000011_000021,2,object_attr,0,What equipment is visible on the ice?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,KFcH6BYZWhc_000011_000021,3,other,0,What is the setting of the activity?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,KFcH6BYZWhc_000011_000021,4,spatial_relation,1,What is visible in the background?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,UDD6YcChywc_000000_000010,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,UDD6YcChywc_000000_000010,1,action_relation,1,What happens to the main subject after releasing the stone?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,UDD6YcChywc_000000_000010,2,other,0,What is the setting of the activity?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,UDD6YcChywc_000000_000010,3,object_attr,0,What key object is involved in the activity?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,UDD6YcChywc_000000_000010,4,count,1,How many people are visible in the frames?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,OGWuj_FtaQc_000010_000020,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,OGWuj_FtaQc_000010_000020,1,object_attr,0,What type of fence is visible?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,OGWuj_FtaQc_000010_000020,2,spatial_relation,1,What is visible in the background?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,OGWuj_FtaQc_000010_000020,3,who_role,1,What is the person wearing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,OGWuj_FtaQc_000010_000020,4,object_attr,0,What signs are visible on the fence?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,kOf-vl-GmVI_000115_000125,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,kOf-vl-GmVI_000115_000125,1,object_attr,0,What type of setting is shown in the frames?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,kOf-vl-GmVI_000115_000125,2,object_attr,0,What key object is the main subject interacting with?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,kOf-vl-GmVI_000115_000125,3,spatial_relation,1,What is visible in the background?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,kOf-vl-GmVI_000115_000125,4,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,gjoZic4WjiQ_000012_000022,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,gjoZic4WjiQ_000012_000022,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,gjoZic4WjiQ_000012_000022,2,object_attr,0,What key objects are visible in the scene?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,gjoZic4WjiQ_000012_000022,3,count,1,How many people are visible in the frames?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,gjoZic4WjiQ_000012_000022,4,object_attr,0,What are the people wearing on their heads?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,q2ZBVyR1k-U_000021_000031,0,action_relation,1,What is the main subject doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,q2ZBVyR1k-U_000021_000031,1,other,0,What is the setting of the video?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,q2ZBVyR1k-U_000021_000031,2,who_role,1,What is the second person holding?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,q2ZBVyR1k-U_000021_000031,3,object_attr,0,What is visible on the vehicle?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,q2ZBVyR1k-U_000021_000031,4,object_attr,0,What is the main subject wearing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,qIWQHyOIpEY_000003_000013,0,action_relation,1,What are the two animals doing?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,qIWQHyOIpEY_000003_000013,1,other,0,What is the setting of the scene?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,qIWQHyOIpEY_000003_000013,2,object_attr,0,What furniture is visible in the room?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,qIWQHyOIpEY_000003_000013,3,count,1,How many animals are visible in the frames?
output\scenetwin_timing_20clip\adqa_q-gpt-4o_g-gpt-4o\questions.csv,qIWQHyOIpEY_000003_000013,4,spatial_relation,1,What is the position of the third animal?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,Q76JRCyTnSc_000007_000017,0,who_role,1,What is the man in the white shirt holding and demonstrating?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,Q76JRCyTnSc_000007_000017,1,who_role,1,What type of setting or environment is the man in?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,Q76JRCyTnSc_000007_000017,2,object_attr,0,What is visible on the wooden board or surface shown in the later frames?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,Q76JRCyTnSc_000007_000017,3,count,1,How many times does the man's facial expression or gesture change across the frames?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,Q76JRCyTnSc_000007_000017,4,object_attr,0,What organizational or planning materials are visible in the workspace?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,058y9xGmmTQ_000206_000216,0,who_role,1,What is the man in the gray hoodie doing with his hands in the opening seconds?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,058y9xGmmTQ_000206_000216,1,object_attr,0,What food brand or restaurant signage is visible in the final frame?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,058y9xGmmTQ_000206_000216,2,who_role,1,Describe the man's appearance and clothing in the opening shots.
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,058y9xGmmTQ_000206_000216,3,spatial_relation,1,What type of setting or location is shown in the background?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,058y9xGmmTQ_000206_000216,4,who_role,1,What is the man holding or consuming in the high-need opening sequence?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,vLGOZvJ_v4Q_000285_000295,0,who_role,1,What is the person cooking in the black skillet?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,vLGOZvJ_v4Q_000285_000295,1,who_role,1,What cooking utensil is the person using to manipulate the omelet?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,vLGOZvJ_v4Q_000285_000295,2,spatial_relation,1,What type of cooking surface or appliance is visible in the background?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,vLGOZvJ_v4Q_000285_000295,3,who_role,1,What liquid ingredient is the person pouring into the second skillet?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,vLGOZvJ_v4Q_000285_000295,4,count,1,How many black skillets are on the stovetop during this cooking sequence?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,B0EKYDSv_yQ_000002_000012,0,action_relation,1,What is the child holding and doing with it at the kitchen counter?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,B0EKYDSv_yQ_000002_000012,1,object_attr,0,What type of food is visible in the skillet?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,B0EKYDSv_yQ_000002_000012,2,spatial_relation,1,Where is this scene taking place?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,B0EKYDSv_yQ_000002_000012,3,spatial_relation,1,What is on the counter next to the skillet?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,B0EKYDSv_yQ_000002_000012,4,other,0,What is the child's apparent emotional state during this activity?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,PbGvLf7HvXQ_000063_000073,0,other,0,What is being prepared in the wooden bowl?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,PbGvLf7HvXQ_000063_000073,1,other,0,Describe the hand motions being used to prepare the vegetables.
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,PbGvLf7HvXQ_000063_000073,2,other,0,What container holds the vegetables being prepared?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,PbGvLf7HvXQ_000063_000073,3,object_attr,0,What is visible on the wooden surface to the right of the bowl?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,PbGvLf7HvXQ_000063_000073,4,count,1,How many people are visible preparing the food in this clip?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,0HEi6q3bGaw_000011_000021,0,action_relation,1,"What vehicles are visible on the snowy surface, and what are they doing?"
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,0HEi6q3bGaw_000011_000021,1,object_attr,0,Describe the landscape and weather conditions visible in this scene.
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,0HEi6q3bGaw_000011_000021,2,spatial_relation,1,What color are the snowmobiles visible in the foreground of the frames?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,0HEi6q3bGaw_000011_000021,3,spatial_relation,1,What is the relative position of the snowmobiles as the sequence progresses?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,0HEi6q3bGaw_000011_000021,4,object_attr,0,What terrain features or obstacles are visible on the snowy surface?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,09dQut5GJ68_000049_000059,0,who_role,1,"What is the person doing in the snow, and what equipment are they using?"
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,09dQut5GJ68_000049_000059,1,object_attr,0,What color is the main equipment visible in the frames?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,09dQut5GJ68_000049_000059,2,spatial_relation,1,What is the setting or terrain where this activity is taking place?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,09dQut5GJ68_000049_000059,3,object_attr,0,What visual pattern or marks are visible on the snow surface?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,09dQut5GJ68_000049_000059,4,other,0,What is the perspective or camera angle showing in these frames?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,hOirknJr3os_000001_000011,0,object_attr,0,What type of facility or venue is shown in the video?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,hOirknJr3os_000001_000011,1,object_attr,0,What animals are visible in the middle section of the video?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,hOirknJr3os_000001_000011,2,other,0,What signage or branding appears throughout the video?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,hOirknJr3os_000001_000011,3,object_attr,0,What structures or infrastructure are visible at the facility?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,hOirknJr3os_000001_000011,4,other,0,What is happening in the final frames of the video?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,TF4q9y0rJoc_000000_000010,0,who_role,1,What sport or activity is the person performing on the snow-covered surface?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,TF4q9y0rJoc_000000_000010,1,other,0,Describe the lighting conditions and time of day for this skiing activity.
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,TF4q9y0rJoc_000000_000010,2,object_attr,0,What markers or boundary indicators are visible on the ski slope?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,TF4q9y0rJoc_000000_000010,3,spatial_relation,1,What is the skier's body position and movement direction as they descend?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,TF4q9y0rJoc_000000_000010,4,spatial_relation,1,What structures or buildings are visible in the background of the ski area?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,z8Q-s8AthrA_000002_000012,0,who_role,1,What is the young person in the yellow shirt doing at the track?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,z8Q-s8AthrA_000002_000012,1,object_attr,0,What athletic equipment is visible on the track field?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,z8Q-s8AthrA_000002_000012,2,who_role,1,What is the person attempting to do with the high jump bar?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,z8Q-s8AthrA_000002_000012,3,spatial_relation,1,Describe the location and setting where this athletic activity takes place.
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,z8Q-s8AthrA_000002_000012,4,object_attr,0,What color is the landing mat beneath the high jump bar?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,abaLFY_GI8k_000295_000305,0,other,0,What sport or activity are the young people playing in this outdoor setting?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,abaLFY_GI8k_000295_000305,1,other,0,Describe the playing surface and immediate surroundings of the volleyball court.
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,abaLFY_GI8k_000295_000305,2,count,1,How many players are visible on the court at the moment shown in these frames?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,abaLFY_GI8k_000295_000305,3,object_attr,0,What color clothing are the players wearing?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,abaLFY_GI8k_000295_000305,4,spatial_relation,1,What infrastructure or structures are visible in the background of the court?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,KFcH6BYZWhc_000011_000021,0,other,0,What sport is being played in this indoor facility?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,KFcH6BYZWhc_000011_000021,1,spatial_relation,1,Describe the main player's position and movement during the opening seconds.
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,KFcH6BYZWhc_000011_000021,2,object_attr,0,What is visible on the ice surface that the player is tracking?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,KFcH6BYZWhc_000011_000021,3,object_attr,0,What equipment or structures are visible in the rink during the later sequence?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,KFcH6BYZWhc_000011_000021,4,count,1,How many players are actively visible on the ice in the final frames?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,UDD6YcChywc_000000_000010,0,other,0,What sport or activity is taking place on the marked surface?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,UDD6YcChywc_000000_000010,1,who_role,1,Describe the person's body position and movement in the opening frames.
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,UDD6YcChywc_000000_000010,2,action_relation,1,What happens to the curler between the first and final frames shown?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,UDD6YcChywc_000000_000010,3,other,0,What is the setting or venue for this activity?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,UDD6YcChywc_000000_000010,4,count,1,How many people are visible as active participants or observers in the scene?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,OGWuj_FtaQc_000010_000020,0,who_role,1,What is the person wearing and what is their body position in the opening frames?
output\scenetwin_timing_20clip\adqa_tribe_q-claude-haiku-4-5_g-claude-haiku-4-5\questions.csv,OGWuj_FtaQc_000010_000020,1,who_role,1,What type of fencing and setting surrounds the person during the activity?
