source,kind,id,category,adqa,clip_top3,word_count,sentence_count,experience_severity,anticipation_spoiler,frame_dump_list,uncertain_inference,timing_sequence,snippet
vatex,crowd_caption,0eU_Xo-u_9A_000000_000010#cap6,Pets & Animals,,,14,1,0,0,0,0,0,A boy is feeding a bird a piece of bread out of his hand.
vatex,crowd_caption,0eU_Xo-u_9A_000000_000010#cap7,Pets & Animals,,,21,1,0,0,0,0,0,A teenage boy is shown holding food in his hand while a bird tries to get close enough to reach it.
vatex,crowd_caption,0eU_Xo-u_9A_000000_000010#cap8,Pets & Animals,,,15,1,0,0,0,0,0,A man in a restaurant is feeding a bird that takes food from his hand.
vatex,crowd_caption,0eU_Xo-u_9A_000000_000010#cap9,Pets & Animals,,,13,1,0,0,0,0,0,A man is smiling and is telling a parrot to come to him.
videoa11y,professional_ad,e26p7hcUy9U_000488_000498,How-to & Instructional,,,79,4,0,0,0,0,0,"In a dimly lit room, a person in a blue sleeve is kneeling on the floor, demonstrating how to spray paint an electronic device. The device, resembling a small metal box, is placed on a plastic sheet to protect the surfac"
vatex,crowd_caption,e26p7hcUy9U_000488_000498#cap0,How-to & Instructional,,,11,1,0,0,0,0,0,Someone is spray painting a piece of electronics the color gray.
vatex,crowd_caption,e26p7hcUy9U_000488_000498#cap1,How-to & Instructional,,,16,1,0,0,0,0,0,A man is spraying the piece of machinery with whatever is in the spray paint can.
vatex,crowd_caption,e26p7hcUy9U_000488_000498#cap2,How-to & Instructional,,,15,1,0,0,0,0,0,A person is spray painting a device on a table with a white table cloth
vatex,crowd_caption,e26p7hcUy9U_000488_000498#cap3,How-to & Instructional,,,13,1,0,0,0,0,0,A person is kneeling on the floor spray painting a metal box silver.
vatex,crowd_caption,e26p7hcUy9U_000488_000498#cap4,How-to & Instructional,,,11,1,0,0,0,0,0,A man sprays some sort of spray on an electronic component.
vatex,crowd_caption,e26p7hcUy9U_000488_000498#cap5,How-to & Instructional,,,10,1,0,0,0,0,0,A man demonstrates how to spray paint an item properly.
vatex,crowd_caption,e26p7hcUy9U_000488_000498#cap6,How-to & Instructional,,,13,1,0,0,0,0,0,A person is spraying an electrical box with a can of spray paint
vatex,crowd_caption,e26p7hcUy9U_000488_000498#cap7,How-to & Instructional,,,12,1,0,0,0,0,0,A person is using spray paint to paint an electronic item gray.
vatex,crowd_caption,e26p7hcUy9U_000488_000498#cap8,How-to & Instructional,,,12,1,0,0,0,0,0,a person sprays some paper that in below him in the kitchen
vatex,crowd_caption,e26p7hcUy9U_000488_000498#cap9,How-to & Instructional,,,12,1,0,0,0,0,0,A person demonstrates spraying a piece of equipment with an aerosol can.
videoa11y,professional_ad,V4xqbiA-y1k_000029_000039,Sports,,,75,5,0,0,0,0,0,"In a bustling stadium, a curling team competes on the ice. A player skillfully slides a curling stone towards the target, while two teammates vigorously sweep the ice in front of it. The scene is accompanied by a narrati"
vatex,crowd_caption,V4xqbiA-y1k_000029_000039#cap0,Sports,,,14,1,0,0,0,0,0,A curling team is moving a curling stone down the ice towards the goal.
vatex,crowd_caption,V4xqbiA-y1k_000029_000039#cap1,Sports,,,10,1,0,0,0,0,0,A man explains his experience competing on a curling team.
vatex,crowd_caption,V4xqbiA-y1k_000029_000039#cap2,Sports,,,15,1,0,0,0,0,0,A group of men are in a stadium playing a game with sticks and pucks
vatex,crowd_caption,V4xqbiA-y1k_000029_000039#cap3,Sports,,,17,1,0,0,0,0,0,A man slides across the ice curling while two men scrape the ice in front of him.
vatex,crowd_caption,V4xqbiA-y1k_000029_000039#cap4,Sports,,,10,1,0,0,0,0,0,a team of male curlers are curling while someone narrates
vatex,crowd_caption,V4xqbiA-y1k_000029_000039#cap5,Sports,,,16,1,0,0,0,0,0,A group of men play a game of curling to a voice over about the sport.
vatex,crowd_caption,V4xqbiA-y1k_000029_000039#cap6,Sports,,,12,1,0,0,0,0,0,Several people move around on the ice pushing brooms back and forth.
vatex,crowd_caption,V4xqbiA-y1k_000029_000039#cap7,Sports,,,11,1,0,0,0,0,0,A group of men are participating in a Nordic ice sport.
vatex,crowd_caption,V4xqbiA-y1k_000029_000039#cap8,Sports,,,11,1,0,0,0,0,0,A curler is giving a motivation speech while his team curls.
vatex,crowd_caption,V4xqbiA-y1k_000029_000039#cap9,Sports,,,19,1,0,0,0,0,0,"Man holds broom and curling stone, moving down the ice, as two men sweep the ice ahead of stone."
videoa11y,professional_ad,9E8n3GJDwKg_000000_000010,People & Vlogs,,,50,3,2,0,0,1,1,"In a cozy living room, a young boy wearing a blue shirt with a superhero emblem walks back and forth in front of a television. A woman's voice, likely his mother, encourages him to introduce himself to the camera. The bo"
vatex,crowd_caption,9E8n3GJDwKg_000000_000010#cap0,People & Vlogs,,,15,1,0,0,0,0,0,A little kid introduces himself to the camera at the request of the camera woman.
vatex,crowd_caption,9E8n3GJDwKg_000000_000010#cap1,People & Vlogs,,,11,1,0,0,0,0,0,A little boy in a blue shirt is talking to someone.
vatex,crowd_caption,9E8n3GJDwKg_000000_000010#cap2,People & Vlogs,,,16,1,1,0,0,0,1,A woman is talkig to her kid telling him to start over then he starts talking.
vatex,crowd_caption,9E8n3GJDwKg_000000_000010#cap3,People & Vlogs,,,11,1,0,0,0,0,0,A child introduces himself on camera but stumbles on the words.
vatex,crowd_caption,9E8n3GJDwKg_000000_000010#cap4,People & Vlogs,,,9,1,0,0,0,0,0,A boy walks to the camera and begins talking.
vatex,crowd_caption,9E8n3GJDwKg_000000_000010#cap5,People & Vlogs,,,24,1,1,0,0,0,1,"A young boy is walking around a television, and after a woman speaks, the boy walks in front of the tv and starts talking."
vatex,crowd_caption,9E8n3GJDwKg_000000_000010#cap6,People & Vlogs,,,14,1,0,0,0,0,0,A boy in a room walks back and forth in front of a TV.
vatex,crowd_caption,9E8n3GJDwKg_000000_000010#cap7,People & Vlogs,,,18,1,0,0,0,0,0,A woman is filming a child instructing him to talk to the camera and the child introduces himself.
vatex,crowd_caption,9E8n3GJDwKg_000000_000010#cap8,People & Vlogs,,,26,1,0,0,0,0,0,The little boy is at home in his living room cooperating with his mother who is taking a video of him making a short prepared speech
vatex,crowd_caption,9E8n3GJDwKg_000000_000010#cap9,People & Vlogs,,,20,1,0,0,0,0,0,A young boy stands in a living room with a tv playing in the background and talks to the camera.
videoa11y,professional_ad,1gi5nTlY0uY_000069_000079,How-to & Instructional,,,68,4,1,0,0,0,1,"In a barbershop setting, a barber uses an electric trimmer to carefully shave a man's beard, focusing on the neck area. Text on the screen provides step-by-step instructions for achieving a smooth finish. After trimming,"
vatex,crowd_caption,1gi5nTlY0uY_000069_000079#cap0,How-to & Instructional,,,14,1,0,0,0,0,0,A person is shaving a man's beard and applying oil to his face afterward
vatex,crowd_caption,1gi5nTlY0uY_000069_000079#cap1,How-to & Instructional,,,13,1,0,0,0,0,0,A man has his neck shaved and beard oil applied to his face.
vatex,crowd_caption,1gi5nTlY0uY_000069_000079#cap2,How-to & Instructional,,,16,1,1,0,0,0,1,"A man is using trimmers to trim a young man's beard, then he applies beard oil."
vatex,crowd_caption,1gi5nTlY0uY_000069_000079#cap3,How-to & Instructional,,,12,1,0,0,0,0,0,A barber is using an electric trimmer to shave a man's beard.
vatex,crowd_caption,1gi5nTlY0uY_000069_000079#cap4,How-to & Instructional,,,21,1,0,0,0,0,0,A person is finishing a mans beard with electric trimmers and beard oil while giving instructions on how to use it.
vatex,crowd_caption,1gi5nTlY0uY_000069_000079#cap5,How-to & Instructional,,,14,1,0,0,0,0,0,A man is having his beard trimmed while text indicates what is being done.
vatex,crowd_caption,1gi5nTlY0uY_000069_000079#cap6,How-to & Instructional,,,11,1,0,0,0,0,0,A man is shaving someone else's facial hair and moisturizes it.
vatex,crowd_caption,1gi5nTlY0uY_000069_000079#cap7,How-to & Instructional,,,16,1,0,0,0,0,0,"A man sits still in a barber chair, alternating between blinking rapidly or closing his eyes."
vatex,crowd_caption,1gi5nTlY0uY_000069_000079#cap8,How-to & Instructional,,,12,1,0,0,0,0,0,A man is getting his beard groomed and treated by another person.
vatex,crowd_caption,1gi5nTlY0uY_000069_000079#cap9,How-to & Instructional,,,14,1,0,0,0,0,0,"With text instructions on the side, a barber trims and oils a man's beard."
videoa11y,professional_ad,Q9ukXRcTiAg_000009_000019,Music,,,51,4,0,0,0,0,0,"In a cozy living room, a person with blonde hair plays the trombone. They wear headphones and a black shirt with white lettering on the sleeve. The room is softly lit, and a pink and white tent is visible in the backgrou"
vatex,crowd_caption,Q9ukXRcTiAg_000009_000019#cap0,Music,,,12,1,0,0,0,0,0,A blonde haired woman is playing the trombone in her living room.
vatex,crowd_caption,Q9ukXRcTiAg_000009_000019#cap1,Music,,,12,1,0,0,0,0,0,A woman with headphones on practicing her trombone in her living room
vatex,crowd_caption,Q9ukXRcTiAg_000009_000019#cap2,Music,,,10,1,0,0,0,0,0,A person is playing a tune on a slide trombone
vatex,crowd_caption,Q9ukXRcTiAg_000009_000019#cap3,Music,,,12,1,0,0,0,0,0,A man wearing headphones playing a trumpet in a room by himself.
vatex,crowd_caption,Q9ukXRcTiAg_000009_000019#cap4,Music,,,11,1,0,0,0,0,0,A person wearing a headset plays a trombone in a house.
vatex,crowd_caption,Q9ukXRcTiAg_000009_000019#cap5,Music,,,13,1,0,0,0,0,0,a man is playing the trombone while music is playing in the background.
vatex,crowd_caption,Q9ukXRcTiAg_000009_000019#cap6,Music,,,11,1,0,0,0,0,0,A person wearing headphones and a black shirt plays the trombone.
vatex,crowd_caption,Q9ukXRcTiAg_000009_000019#cap7,Music,,,10,1,0,0,0,0,0,A woman with black head phones plays the trombone indoors.
vatex,crowd_caption,Q9ukXRcTiAg_000009_000019#cap8,Music,,,14,1,0,0,0,0,0,"A man wearing headphones plays a trombone, keeping rhythmic pace with sounds of syncopation."
vatex,crowd_caption,Q9ukXRcTiAg_000009_000019#cap9,Music,,,12,1,0,0,0,0,0,A woman plays the trombone while she stands upright and wears headphones.
videoa11y,professional_ad,9ALCrxTtYr4_000261_000271,How-to & Instructional,,,60,4,0,0,0,0,0,"A person sits on the ground, using handheld shears to trim excess twigs from a woven object. The object, crafted from wicker, takes the shape of a small Christmas tree. The person carefully snips away loose ends, refinin"
vatex,crowd_caption,9ALCrxTtYr4_000261_000271#cap0,How-to & Instructional,,,12,1,0,0,0,0,0,Someone is using a tool to make a basket out of vegetation.
vatex,crowd_caption,9ALCrxTtYr4_000261_000271#cap1,How-to & Instructional,,,12,1,0,0,0,0,0,A person snips off loose ends of a tree shaped weaved structure.
vatex,crowd_caption,9ALCrxTtYr4_000261_000271#cap2,How-to & Instructional,,,15,1,0,0,0,0,0,A guy is trimming the excess pieces of wicker on the homemade wicker christmas tree.
vatex,crowd_caption,9ALCrxTtYr4_000261_000271#cap3,How-to & Instructional,,,13,1,0,0,0,0,0,A person completes a wooden craft in the shape of a Christmas tree.
vatex,crowd_caption,9ALCrxTtYr4_000261_000271#cap4,How-to & Instructional,,,12,1,0,0,0,0,0,A man is sitting on the ground cutting twigs using garden scissors.
vatex,crowd_caption,9ALCrxTtYr4_000261_000271#cap5,How-to & Instructional,,,12,1,0,0,0,0,0,A person is seen expertly appending the edges of a woven object.
vatex,crowd_caption,9ALCrxTtYr4_000261_000271#cap6,How-to & Instructional,,,15,1,0,0,0,0,0,Man sitting down and cutting the excess off a piece of equipment made of wood.
vatex,crowd_caption,9ALCrxTtYr4_000261_000271#cap7,How-to & Instructional,,,11,1,0,0,0,0,0,Someone is trimming parts of a basket with little hedge clippers.
vatex,crowd_caption,9ALCrxTtYr4_000261_000271#cap8,How-to & Instructional,,,14,1,0,0,0,0,0,A person uses sheers to snip off wood bits off a completed wooden arrow.
vatex,crowd_caption,9ALCrxTtYr4_000261_000271#cap9,How-to & Instructional,,,15,1,0,0,0,0,0,A person is using handheld cutters to cut excess material off of a basket weaving.
videoa11y,professional_ad,94H3kHrtzT4_000025_000035,Health & Wellness,,,43,3,0,0,0,0,0,"In a gym, a woman exercises by running sideways on a treadmill. The treadmill is positioned in front of a large mirror, reflecting the spacious gym environment filled with various exercise equipment. The woman maintains "
vatex,crowd_caption,94H3kHrtzT4_000025_000035#cap0,Health & Wellness,,,12,1,0,0,0,0,0,A person is in a gym and running sideways on a treadmill.
vatex,crowd_caption,94H3kHrtzT4_000025_000035#cap1,Health & Wellness,,,11,1,0,0,0,0,0,A young woman is walking or running on a treadmill sideways
vatex,crowd_caption,94H3kHrtzT4_000025_000035#cap2,Health & Wellness,,,14,1,0,0,0,0,0,a woman is on a tread mill sideways and exercising in an indoor gym.
vatex,crowd_caption,94H3kHrtzT4_000025_000035#cap3,Health & Wellness,,,12,1,0,0,0,0,0,Someone in a gym is standing sideways on a treadmill and exercising.
vatex,crowd_caption,94H3kHrtzT4_000025_000035#cap4,Health & Wellness,,,12,1,0,0,0,0,0,A man is standing sideways on a treadmill while it is going.
vatex,crowd_caption,94H3kHrtzT4_000025_000035#cap5,Health & Wellness,,,12,1,0,0,0,0,0,A woman exercises her legs on a special machine in a gym.
vatex,crowd_caption,94H3kHrtzT4_000025_000035#cap6,Health & Wellness,,,11,1,0,0,0,0,0,A woman is in a gym exercising sideways on a treadmill.
vatex,crowd_caption,94H3kHrtzT4_000025_000035#cap7,Health & Wellness,,,11,1,0,0,0,0,0,A person is in a gym on a treadmill running sideways.
vatex,crowd_caption,94H3kHrtzT4_000025_000035#cap8,Health & Wellness,,,8,1,0,0,0,0,0,A woman runs sideways on an inclined treadmill.
vatex,crowd_caption,94H3kHrtzT4_000025_000035#cap9,Health & Wellness,,,14,1,0,0,0,0,0,A person does an exercise on a treadmill in a gym by walking sideways
videoa11y,professional_ad,0iRLt5ZFkb0_000000_000010,People & Vlogs,,,44,3,0,0,0,0,0,"On a sunny patio, a young girl in a colorful bathing suit relaxes in a green lawn chair. Her feet rest on a woman's lap as the woman carefully trims the girl's toenails. They are surrounded by lush plants, creating a ser"
vatex,crowd_caption,0iRLt5ZFkb0_000000_000010#cap0,People & Vlogs,,,13,1,0,0,0,0,0,A child in a lawn chair lays her feet on her mother's lap
vatex,crowd_caption,0iRLt5ZFkb0_000000_000010#cap1,People & Vlogs,,,20,1,0,0,0,0,0,A young girl wearing a bathing suit is sitting in a lawn chair with her feet in a woman's lap.
vatex,crowd_caption,0iRLt5ZFkb0_000000_000010#cap2,People & Vlogs,,,24,1,0,0,0,0,0,"A person sits in a chair, and a girl sits in another chair while a person sitting in front of her clips her toenail."
vatex,crowd_caption,0iRLt5ZFkb0_000000_000010#cap3,People & Vlogs,,,17,1,0,0,0,0,0,A girl sits in a chair on a patio as her toenails are trimmed by a woman.
vatex,crowd_caption,0iRLt5ZFkb0_000000_000010#cap4,People & Vlogs,,,22,1,0,0,0,0,0,A little girl and a woman are sitting across from each other on an outside patio and are talking to each other.
vatex,crowd_caption,0iRLt5ZFkb0_000000_000010#cap5,People & Vlogs,,,12,1,0,0,0,0,0,People sit in chairs and a lady works on a girls feet.
vatex,crowd_caption,0iRLt5ZFkb0_000000_000010#cap6,People & Vlogs,,,12,1,0,0,0,0,0,A woman is sitting in a chair and clipping her daughters toenails.
vatex,crowd_caption,0iRLt5ZFkb0_000000_000010#cap7,People & Vlogs,,,15,1,0,0,0,0,0,Two girls are sitting in chairs and one person is touching the other girls feet.
vatex,crowd_caption,0iRLt5ZFkb0_000000_000010#cap8,People & Vlogs,,,17,1,0,0,0,0,0,"three people are seated in a chair, and the woman is clipping the little girl's toe nails"
vatex,crowd_caption,0iRLt5ZFkb0_000000_000010#cap9,People & Vlogs,,,15,1,0,0,0,0,0,A little girl sits in a lawn chair and gets her toe nails looked at.
videoa11y,professional_ad,1CUAE0mx80s_000000_000010,Entertainment,,,41,3,1,0,0,0,1,"In an outdoor gazebo, three teenage boys are gathered. Two of them dance playfully towards each other, then embrace in a hug, laughing and shouting with joy. The third boy, standing nearby, cheers them on energetically, "
vatex,crowd_caption,1CUAE0mx80s_000000_000010#cap0,Entertainment,,,31,1,0,0,0,0,0,Three teenage boys are outside under a shelter and two dance up to each other and kiss and laugh and a third boy is laughing and jumping around in the background.
vatex,crowd_caption,1CUAE0mx80s_000000_000010#cap1,Entertainment,,,20,1,0,0,0,0,0,Three boys stand on a gazebo as two  of the guys bear hug each other and the third guy cheers.
vatex,crowd_caption,1CUAE0mx80s_000000_000010#cap2,Entertainment,,,16,1,1,0,0,0,1,Three people outdoors on a patio dance and then two embrace and begin to cry out.
vatex,crowd_caption,1CUAE0mx80s_000000_000010#cap3,Entertainment,,,10,1,0,0,0,0,0,Two people hug each other tightly while others are laughing.
vatex,crowd_caption,1CUAE0mx80s_000000_000010#cap4,Entertainment,,,11,1,0,0,0,0,0,Two people hug and kiss while another starts yelling and jumping.
vatex,crowd_caption,1CUAE0mx80s_000000_000010#cap5,Entertainment,,,12,1,0,0,0,0,0,A couple of kids goofing off hug each other and start yelling
vatex,crowd_caption,1CUAE0mx80s_000000_000010#cap6,Entertainment,,,11,1,0,0,0,0,0,A couple people dance and hug each other inside a gazebo.
vatex,crowd_caption,1CUAE0mx80s_000000_000010#cap7,Entertainment,,,11,1,0,0,0,0,0,Two boys hug each other while the friend cheers them on.
vatex,crowd_caption,1CUAE0mx80s_000000_000010#cap8,Entertainment,,,11,1,0,0,0,0,0,Two guys walk towards each other and start hugging and screaming.
vatex,crowd_caption,1CUAE0mx80s_000000_000010#cap9,Entertainment,,,13,1,0,0,0,0,0,A group of people dance and laugh outside while they hug each other.
videoa11y,professional_ad,07xU5ig8CBg_000002_000012,People & Vlogs,,,46,4,0,0,0,0,0,"On a sunny day, a young boy rides his bicycle down a dirt path. He approaches a makeshift wooden ramp, attempting to jump over it. As he lands, he loses balance and falls to the ground. The scene captures the boy's deter"
vatex,crowd_caption,07xU5ig8CBg_000002_000012#cap0,People & Vlogs,,,16,1,0,0,0,0,0,A kid on a bike tries to jump off a ramp and falls to to ground.
vatex,crowd_caption,07xU5ig8CBg_000002_000012#cap1,People & Vlogs,,,21,1,1,0,0,0,1,"Outside, a young boy rides his bike down a dirt road, then tries to jump it over a makeshift wooden ramp."
vatex,crowd_caption,07xU5ig8CBg_000002_000012#cap2,People & Vlogs,,,11,1,0,0,0,0,0,A boy jumps off a ramp with a bike and falls.
vatex,crowd_caption,07xU5ig8CBg_000002_000012#cap3,People & Vlogs,,,16,1,1,0,0,0,1,A boy films his friend fall of his bike after jumping off of a makeshift ramp.
vatex,crowd_caption,07xU5ig8CBg_000002_000012#cap4,People & Vlogs,,,12,1,0,0,0,0,0,A boy rides his bike on a dirt path and falls down.
vatex,crowd_caption,07xU5ig8CBg_000002_000012#cap5,People & Vlogs,,,16,1,0,0,0,0,0,A boy is riding a bike while trying to jump over a toy but falls down.
vatex,crowd_caption,07xU5ig8CBg_000002_000012#cap6,People & Vlogs,,,19,1,0,0,0,0,0,"A young man on a bicycle is riding  down a dirt lane, goes over a ramp and falls down."
vatex,crowd_caption,07xU5ig8CBg_000002_000012#cap7,People & Vlogs,,,18,1,0,0,0,0,0,A boy tries to jump a makeshift ramp with a bicycle but falls down and hurts his head.
vatex,crowd_caption,07xU5ig8CBg_000002_000012#cap8,People & Vlogs,,,12,1,1,0,0,0,1,A person runs a bike over a ramp and then falls down.
vatex,crowd_caption,07xU5ig8CBg_000002_000012#cap9,People & Vlogs,,,14,1,0,0,0,0,0,A little boy is attempting to riding his bicycle really fast and falls down
videoa11y,professional_ad,hw9-5DQdtYY_000017_000027,Event,,,54,4,0,0,0,0,0,"On a sunny beach, a person is energetically shoveling sand near the water's edge. They are constructing a large sand structure, resembling a fort, with mounds and channels. The waves gently roll in the background, adding"
vatex,crowd_caption,hw9-5DQdtYY_000017_000027#cap0,Event,,,17,1,0,0,0,0,0,spending time at the beach building a massive fort as an adult should be something of concerns
vatex,crowd_caption,hw9-5DQdtYY_000017_000027#cap1,Event,,,18,1,0,0,0,0,0,"A lady is shoveling dirt outside at a beach, the dirt from the beach makes a huge opening."
vatex,crowd_caption,hw9-5DQdtYY_000017_000027#cap2,Event,,,19,1,0,0,0,0,0,A person is using a shovel to move the sand from a walk area and into the beach area
vatex,crowd_caption,hw9-5DQdtYY_000017_000027#cap3,Event,,,14,1,0,0,0,0,0,A person was making a pile of sand beside the beach with a shovel
vatex,crowd_caption,hw9-5DQdtYY_000017_000027#cap4,Event,,,14,1,1,0,0,0,1,A person uses a small shovel to shovel the sand next to the water.
vatex,crowd_caption,hw9-5DQdtYY_000017_000027#cap5,Event,,,15,1,0,0,0,0,0,A woman is using a shovel to dig up sand on a beach by herself.
vatex,crowd_caption,hw9-5DQdtYY_000017_000027#cap6,Event,,,16,1,0,0,0,0,0,"A person is shoveling sand on the beach near the waves, making a large sand castle."
vatex,crowd_caption,hw9-5DQdtYY_000017_000027#cap7,Event,,,13,1,0,0,0,0,0,A person is shoveling sand on a beach to save a sand castle.
vatex,crowd_caption,hw9-5DQdtYY_000017_000027#cap8,Event,,,22,1,0,0,0,0,0,Someone with a spade is playing and digging on the beach and has created an enormous channel for the water to enter.
vatex,crowd_caption,hw9-5DQdtYY_000017_000027#cap9,Event,,,19,1,0,0,0,0,0,There is a sand sculpture and in the distance is a woman shoveling as the tide is rolling in.
videoa11y,professional_ad,B0EKYDSv_yQ_000002_000012,Food & Cooking,,,73,4,1,0,0,1,0,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused"
vatex,crowd_caption,B0EKYDSv_yQ_000002_000012#cap0,Food & Cooking,,,16,1,0,0,0,0,0,A girl stands at a stove using a spatula to scrape cooking eggs from a pan
vatex,crowd_caption,B0EKYDSv_yQ_000002_000012#cap1,Food & Cooking,,,15,1,0,0,0,0,0,A young girl is cooking food in a frying pan for her and her mother.
vatex,crowd_caption,B0EKYDSv_yQ_000002_000012#cap2,Food & Cooking,,,17,1,0,0,0,0,0,A young girl is shown cooking eggs in a frying pan and talking about who it's for.
vatex,crowd_caption,B0EKYDSv_yQ_000002_000012#cap3,Food & Cooking,,,12,1,0,0,0,0,0,A young girl is making scrambled eggs for herself and her mother.
vatex,crowd_caption,B0EKYDSv_yQ_000002_000012#cap4,Food & Cooking,,,12,1,0,0,0,0,0,A little girl cooks scrambled eggs on a stove with a spatula.
vatex,crowd_caption,B0EKYDSv_yQ_000002_000012#cap5,Food & Cooking,,,10,1,0,0,0,0,0,A preteen girl is making scrambled eggs on the stove.
vatex,crowd_caption,B0EKYDSv_yQ_000002_000012#cap6,Food & Cooking,,,15,2,0,0,0,0,0,"A young girl makes scrambled eggs, ""for me and my mom, if she wants some."""
vatex,crowd_caption,B0EKYDSv_yQ_000002_000012#cap7,Food & Cooking,,,15,1,0,0,0,0,0,A young girl is cooking scrambled eggs in a pan for her mom and herself.
vatex,crowd_caption,B0EKYDSv_yQ_000002_000012#cap8,Food & Cooking,,,16,2,0,0,0,0,0,"A child is cooking eggs for her and her mother but ""only if she wants them."""
vatex,crowd_caption,B0EKYDSv_yQ_000002_000012#cap9,Food & Cooking,,,14,1,0,0,0,0,0,A young boy making scrambled eggs with his mom as she teaches him how
videoa11y,professional_ad,vLGOZvJ_v4Q_000285_000295,Food & Cooking,,,54,3,0,0,0,0,0,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking."
vatex,crowd_caption,vLGOZvJ_v4Q_000285_000295#cap0,Food & Cooking,,,18,1,0,0,0,0,0,"A man is cooking food on the inside of a pan, the pan is moving back and forth."
vatex,crowd_caption,vLGOZvJ_v4Q_000285_000295#cap1,Food & Cooking,,,13,1,0,0,0,0,0,A man cooking an omelette and giving out instructions on what to do
vatex,crowd_caption,vLGOZvJ_v4Q_000285_000295#cap2,Food & Cooking,,,18,1,0,0,0,0,0,A man cooks eggs in a pan on a stove pushing them around the pan with a fork
vatex,crowd_caption,vLGOZvJ_v4Q_000285_000295#cap3,Food & Cooking,,,17,1,0,0,0,0,0,A man is cooking some eggs and pasta on a pan and is going to flip it.
vatex,crowd_caption,vLGOZvJ_v4Q_000285_000295#cap4,Food & Cooking,,,19,1,0,0,0,0,0,"A man is holding a frying pan with food over a stove, he pushes the fork around in it."
vatex,crowd_caption,vLGOZvJ_v4Q_000285_000295#cap5,Food & Cooking,,,13,1,0,0,0,0,0,A man is stirring food in a cast iron skillet with a fork.
vatex,crowd_caption,vLGOZvJ_v4Q_000285_000295#cap6,Food & Cooking,,,14,1,0,0,0,0,0,A guy with grey top is cooking spaghetti with eggs in a black pan
vatex,crowd_caption,vLGOZvJ_v4Q_000285_000295#cap7,Food & Cooking,,,13,1,0,0,0,0,0,A man demonstrates how to make an omelette in a cast iron skillet.
vatex,crowd_caption,vLGOZvJ_v4Q_000285_000295#cap8,Food & Cooking,,,11,1,0,0,0,0,0,A man is explaining and demonstrating how to make an omelet.
vatex,crowd_caption,vLGOZvJ_v4Q_000285_000295#cap9,Food & Cooking,,,13,1,0,0,0,0,0,A person demonstrates how to cook an egg dish in a frying pan.
videoa11y,professional_ad,PAtyBuz9gi8_000058_000068,How-to & Instructional,,,71,4,1,0,1,0,0,"A man skillfully uses a chainsaw to carve a large block of ice on a tiled floor. As he works, the ice gradually takes the shape of a Christmas tree. The scene transitions to show the completed sculpture, now illuminated "
vatex,crowd_caption,PAtyBuz9gi8_000058_000068#cap0,How-to & Instructional,,,11,1,0,0,0,0,0,A man sculpts some ice to reveal a Christmas tree sculpture.
vatex,crowd_caption,PAtyBuz9gi8_000058_000068#cap1,How-to & Instructional,,,18,1,0,0,0,0,0,A guy making an ice sculpture with a saw and it ends up being a large Christmas tree.
vatex,crowd_caption,PAtyBuz9gi8_000058_000068#cap2,How-to & Instructional,,,13,1,0,0,0,0,0,A man takes a chainsaw to a block of ice and creates sculptures
vatex,crowd_caption,PAtyBuz9gi8_000058_000068#cap3,How-to & Instructional,,,12,1,0,0,0,0,0,The person is using a chainsaw to mold ice for beautiful decorations.
vatex,crowd_caption,PAtyBuz9gi8_000058_000068#cap4,How-to & Instructional,,,10,1,0,0,0,0,0,A man is using a saw to create ice sculptors.
vatex,crowd_caption,PAtyBuz9gi8_000058_000068#cap5,How-to & Instructional,,,11,1,0,0,0,0,0,a person saws through some ice that is on the ground
vatex,crowd_caption,PAtyBuz9gi8_000058_000068#cap6,How-to & Instructional,,,20,1,1,0,0,0,1,Someone is carving into a large ice block with a chainsaw and then it shows a sculpture of a tree.
vatex,crowd_caption,PAtyBuz9gi8_000058_000068#cap7,How-to & Instructional,,,18,1,1,0,0,0,1,"A man is using a chain saw to carve ice, the end result is then shown lit up."
vatex,crowd_caption,PAtyBuz9gi8_000058_000068#cap8,How-to & Instructional,,,12,1,0,0,0,0,0,Man showing how to carve a Christmas tree shape out of ice.
vatex,crowd_caption,PAtyBuz9gi8_000058_000068#cap9,How-to & Instructional,,,15,1,0,0,0,0,0,Music plays as a man uses a chain saw to sculpt a block of ice.
videoa11y,professional_ad,M-LPmN8mEIw_000042_000052,Sports,,,92,6,3,1,0,0,0,"In a grassy field, a group of young boys gathers around a shot put circle. One boy, wearing a yellow shirt, steps into the circle, preparing to throw. He holds the heavy metal ball close to his neck, takes a deep breath,"
vatex,crowd_caption,M-LPmN8mEIw_000042_000052#cap0,Sports,,,15,1,0,0,0,0,0,A number of young children stand around taking turns performing at a shot put event.
vatex,crowd_caption,M-LPmN8mEIw_000042_000052#cap1,Sports,,,16,1,0,0,0,0,0,A group of younger kids are playing shot put and a boy marches towards the camera.
vatex,crowd_caption,M-LPmN8mEIw_000042_000052#cap2,Sports,,,12,1,0,0,0,0,0,A man screams and throws a shot while several people look on.
