name,kind,best_target,best_auc,tier_gt_rho,auc_ensemble_violation,auc_critical_miss,auc_judge_disagree,auc_gt_dispute,auc_low_margin,metric_a,metric_b,blend
"pair:disc:lex_minus_clip|disc:spread_diff(clip_top3,gain_vs_cross)|product",pair,auc_critical_miss,0.8,-0.4483412468254414,0.6444444444444445,0.8,0.5625,0.6875,0.5535714285714286,disc:lex_minus_clip,"disc:spread_diff(clip_top3,gain_vs_cross)",product
"pair:disc:need_peak_x_adqa|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|product",pair,auc_critical_miss,0.8,0.9331977234855754,0.6666666666666666,0.8,0.78125,0.6875,0.375,disc:need_peak_x_adqa,"disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)",product
"pair:disc:diff(clip_mean,read_s)|disc:spread_diff(crit_w,gain_vs_cross)|product",pair,auc_ensemble_violation,0.8,-0.17397039223727986,0.8,0.5555555555555556,0.59375,0.625,0.5892857142857143,"disc:diff(clip_mean,read_s)","disc:spread_diff(crit_w,gain_vs_cross)",product
"pair:disc:diff(adqa_v4_score,gain_vs_cross)|disc:product(read_s,extended_seconds_frac)|mean_mm",pair,auc_critical_miss,0.8,0.20054508513458655,0.5777777777777777,0.8,0.71875,0.5,0.5892857142857143,"disc:diff(adqa_v4_score,gain_vs_cross)","disc:product(read_s,extended_seconds_frac)",mean_mm
pair:disc:peak_minus_lex|disc:cond_lex_inversion|mean_mm,pair,auc_ensemble_violation,0.8,0.17663508988754192,0.8,0.6666666666666666,0.6875,0.59375,0.3392857142857143,disc:peak_minus_lex,disc:cond_lex_inversion,mean_mm
"pair:disc:ratio(gain_vs_cross,need_max)|disc:ratio(adqa_v4_score,vt_consistency)|harmonic",pair,auc_ensemble_violation,0.8,0.5284100916963969,0.8,0.08888888888888889,0.65625,0.28125,0.5357142857142857,"disc:ratio(gain_vs_cross,need_max)","disc:ratio(adqa_v4_score,vt_consistency)",harmonic
"pair:disc:product(need_max,need_mean)|disc:peak_minus_lex|abs_diff",pair,auc_ensemble_violation,0.8,-0.23162807895574453,0.8,0.35555555555555557,0.375,0.28125,0.4642857142857143,"disc:product(need_max,need_mean)",disc:peak_minus_lex,abs_diff
"pair:disc:mut_tier_scale_lex_minus_clip|disc:diff(clip_mean,words)|mean_mm",pair,auc_ensemble_violation,0.8,-0.6987583760439319,0.8,0.5111111111111111,0.4375,0.65625,0.5178571428571429,disc:mut_tier_scale_lex_minus_clip,"disc:diff(clip_mean,words)",mean_mm
"pair:disc:product(adqa_v4_score,read_s)|novel:inversion_mass_adqa|mean_mm",pair,auc_ensemble_violation,0.8,0.5955548959226062,0.8,0.044444444444444446,0.46875,0.1875,0.25,"disc:product(adqa_v4_score,read_s)",novel:inversion_mass_adqa,mean_mm
pair:disc:mut_ext_scale_peak_over_words|disc:skew_x_crit_spread|product,pair,auc_ensemble_violation,0.8,-0.15185044545796936,0.8,0.7111111111111111,0.625,0.5625,0.29464285714285715,disc:mut_ext_scale_peak_over_words,disc:skew_x_crit_spread,product
"pair:disc:ratio(clip_norm,need_mean)|disc:peak_over_words|harmonic",pair,auc_ensemble_violation,0.8,0.2232190691976884,0.8,0.6222222222222222,0.65625,0.59375,0.4642857142857143,"disc:ratio(clip_norm,need_mean)",disc:peak_over_words,harmonic
"pair:disc:product(need_max,need_mean)|disc:std_ratio(crit_w,gain_vs_cross)|harmonic",pair,auc_critical_miss,0.8,0.0,0.6444444444444445,0.8,0.71875,0.59375,0.5535714285714286,"disc:product(need_max,need_mean)","disc:std_ratio(crit_w,gain_vs_cross)",harmonic
"pair:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(crit_w,gain_vs_cross)|abs_diff",pair,auc_ensemble_violation,0.8,-0.045429356193834085,0.8,0.2222222222222222,0.4375,0.15625,0.44642857142857145,"disc:ratio(read_s,adqa_t3_minus_t0)","disc:spread_diff(crit_w,gain_vs_cross)",abs_diff
"pair:disc:mut_tier_scale_lex_minus_clip|disc:spread_diff(clip_top3,crit_w)|product",pair,auc_critical_miss,0.8,-0.32641867409469005,0.43333333333333335,0.8,0.359375,0.71875,0.6071428571428571,disc:mut_tier_scale_lex_minus_clip,"disc:spread_diff(clip_top3,crit_w)",product
"pair:disc:mut_tier_scale_lex_minus_clip|disc:product(n_ext,need_skew)|product",pair,auc_ensemble_violation,0.8,-0.6994685873457643,0.8,0.4888888888888889,0.4375,0.40625,0.13392857142857142,disc:mut_tier_scale_lex_minus_clip,"disc:product(n_ext,need_skew)",product
"pair:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(crit_w,gain_vs_cross)|product",pair,auc_critical_miss,0.8,0.1620175729799844,0.7333333333333333,0.8,0.75,0.5625,0.5,"disc:ratio(read_s,adqa_t3_minus_t0)","disc:spread_diff(crit_w,gain_vs_cross)",product
pair:novel:saturation_ratio|novel:rank_chaos|harmonic,pair,auc_ensemble_violation,0.8,0.36243172872289203,0.8,0.25555555555555554,0.5,0.203125,0.24107142857142858,novel:saturation_ratio,novel:rank_chaos,harmonic
"pair:disc:diff(clip_mean,read_s)|disc:spread_diff(crit_w,gain_vs_cross)|mean_mm",pair,auc_ensemble_violation,0.8,-0.19307010732437124,0.8,0.4888888888888889,0.59375,0.625,0.5357142857142857,"disc:diff(clip_mean,read_s)","disc:spread_diff(crit_w,gain_vs_cross)",mean_mm
"pair:disc:peak_minus_lex|disc:mut_tier_scale_diff(need_mean,speech_mean)|abs_diff",pair,auc_critical_miss,0.8,-0.06634917000930406,0.5555555555555556,0.8,0.78125,0.53125,0.23214285714285715,disc:peak_minus_lex,"disc:mut_tier_scale_diff(need_mean,speech_mean)",abs_diff
"pair:disc:ratio(clip_norm,need_mean)|disc:lex_minus_clip|harmonic",pair,auc_ensemble_violation,0.8,0.47720617225776096,0.8,0.4,0.40625,0.40625,0.25,"disc:ratio(clip_norm,need_mean)",disc:lex_minus_clip,harmonic
"pair:disc:diff(clip_mean,read_s)|disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr|product",pair,auc_critical_miss,0.8,-0.13929588106971205,0.5777777777777777,0.8,0.59375,0.78125,0.7857142857142857,"disc:diff(clip_mean,read_s)","disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr",product
"pair:disc:cond_story_need|disc:std_ratio(clip_top3,crit_w)|abs_diff",pair,auc_critical_miss,0.8,0.27529259307916165,0.3333333333333333,0.8,0.71875,0.6875,0.48214285714285715,disc:cond_story_need,"disc:std_ratio(clip_top3,crit_w)",abs_diff
"pair:disc:ratio(adqa_v4_score,vt_consistency)|novel:saturation_ratio|harmonic",pair,auc_ensemble_violation,0.8,0.5193351615040577,0.8,0.08888888888888889,0.65625,0.28125,0.5357142857142857,"disc:ratio(adqa_v4_score,vt_consistency)",novel:saturation_ratio,harmonic
"pair:disc:log1p(need_mean)|disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|mean_mm",pair,auc_critical_miss,0.8,0.03646215649159952,0.5111111111111111,0.8,0.75,0.59375,0.7142857142857143,disc:log1p(need_mean),"disc:mut_log_ratio(read_s,adqa_t3_minus_t0)",mean_mm
"pair:disc:diff(clip_mean,read_s)|disc:lex_spread_proxy|max",pair,auc_ensemble_violation,0.8,-0.08428341083329746,0.8,0.15555555555555556,0.40625,0.375,0.49107142857142855,"disc:diff(clip_mean,read_s)",disc:lex_spread_proxy,max
"pair:disc:mut_tier_scale_lex_minus_clip|disc:ratio(adqa_v4_score,crit_w)|product",pair,auc_ensemble_violation,0.8,0.0998830802465489,0.8,0.4222222222222222,0.4375,0.40625,0.24107142857142858,disc:mut_tier_scale_lex_minus_clip,"disc:ratio(adqa_v4_score,crit_w)",product
"pair:disc:diff(gain_vs_cross,adqa_norm)|disc:product(n_ext,need_skew)|abs_diff",pair,auc_critical_miss,0.8,-0.009266240645377573,0.3111111111111111,0.8,0.34375,0.65625,0.625,"disc:diff(gain_vs_cross,adqa_norm)","disc:product(n_ext,need_skew)",abs_diff
"pair:disc:diff(story_recall,lex_purity)|disc:spread_diff(clip_top3,crit_w)|harmonic",pair,auc_critical_miss,0.8,0.25587397896067277,0.37777777777777777,0.8,0.25,0.75,0.6428571428571429,"disc:diff(story_recall,lex_purity)","disc:spread_diff(clip_top3,crit_w)",harmonic
pair:disc:peak_minus_lex|disc:lex_x_vt|abs_diff,pair,auc_critical_miss,0.8,-0.5457368668332847,0.4,0.8,0.5625,0.6875,0.5178571428571429,disc:peak_minus_lex,disc:lex_x_vt,abs_diff
"pair:disc:diff(clip_mean,read_s)|disc:std_ratio(crit_w,gain_vs_cross)|harmonic",pair,auc_critical_miss,0.8,-0.05978363994408242,0.6444444444444445,0.8,0.71875,0.59375,0.5535714285714286,"disc:diff(clip_mean,read_s)","disc:std_ratio(crit_w,gain_vs_cross)",harmonic
"pair:disc:diff(need_mean,speech_mean)|disc:mut_tier_scale_lex_minus_clip|harmonic",pair,auc_ensemble_violation,0.8,-0.5380527594967417,0.8,0.37777777777777777,0.59375,0.40625,0.35714285714285715,"disc:diff(need_mean,speech_mean)",disc:mut_tier_scale_lex_minus_clip,harmonic
pair:disc:mut_tier_scale_lex_minus_clip|disc:skew_per_ext|harmonic,pair,auc_ensemble_violation,0.8,-0.5177263219157537,0.8,0.4444444444444444,0.40625,0.40625,0.13392857142857142,disc:mut_tier_scale_lex_minus_clip,disc:skew_per_ext,harmonic
"pair:disc:mut_ext_scale_peak_over_words|disc:spread_diff(clip_top3,gain_vs_cross)|harmonic",pair,auc_critical_miss,0.8,-0.098643005907736,0.7333333333333333,0.8,0.71875,0.5625,0.6964285714285714,disc:mut_ext_scale_peak_over_words,"disc:spread_diff(clip_top3,gain_vs_cross)",harmonic
"pair:disc:diff(clip_mean,read_s)|disc:lex_minus_clip|mean_mm",pair,auc_ensemble_violation,0.8,-0.8458024825510382,0.8,0.4666666666666667,0.46875,0.65625,0.5535714285714286,"disc:diff(clip_mean,read_s)",disc:lex_minus_clip,mean_mm
pair:novel:temporal_misalign|novel:research_audit_index|mean_mm,pair,auc_ensemble_violation,0.8,-0.32188572326830295,0.8,0.022222222222222223,0.375,0.03125,0.35714285714285715,novel:temporal_misalign,novel:research_audit_index,mean_mm
"pair:disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr|disc:spread_diff(crit_w,gain_vs_cross)|abs_diff",pair,auc_ensemble_violation,0.8,0.0,0.8,0.28888888888888886,0.4375,0.21875,0.39285714285714285,"disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr","disc:spread_diff(crit_w,gain_vs_cross)",abs_diff
"pair:disc:std_ratio(clip_top3,gain_vs_cross)|novel:comprehension_per_second|product",pair,auc_critical_miss,0.8,0.38852183936030094,0.4222222222222222,0.8,0.46875,0.75,0.75,"disc:std_ratio(clip_top3,gain_vs_cross)",novel:comprehension_per_second,product
pair:disc:mut_tier_scale_lex_minus_clip|disc:cond_clip_adqa|product,pair,auc_ensemble_violation,0.8,-0.6808350961730206,0.8,0.5333333333333333,0.53125,0.5625,0.22321428571428573,disc:mut_tier_scale_lex_minus_clip,disc:cond_clip_adqa,product
"pair:disc:gain_x_tier|disc:spread_diff(clip_top3,crit_w)|mean_mm",pair,auc_critical_miss,0.8,0.6521975549849175,0.26666666666666666,0.8,0.5,0.71875,0.7321428571428571,disc:gain_x_tier,"disc:spread_diff(clip_top3,crit_w)",mean_mm
"pair:disc:ratio(adqa_v4_score,vt_consistency)|disc:std_ratio(adqa_v4_score,clip_top3)|harmonic",pair,auc_ensemble_violation,0.8,0.46344876184223616,0.8,0.08888888888888889,0.65625,0.28125,0.5178571428571429,"disc:ratio(adqa_v4_score,vt_consistency)","disc:std_ratio(adqa_v4_score,clip_top3)",harmonic
pair:disc:need_peak_x_adqa|disc:tier3_clip_diverge|abs_diff,pair,auc_ensemble_violation,0.8,0.30893194449023925,0.8,0.37777777777777777,0.5,0.4375,0.17857142857142858,disc:need_peak_x_adqa,disc:tier3_clip_diverge,abs_diff
pair:disc:mut_tier_scale_lex_minus_clip|novel:temporal_misalign|harmonic,pair,auc_ensemble_violation,0.8,-0.6467601719151417,0.8,0.25555555555555554,0.59375,0.625,0.35714285714285715,disc:mut_tier_scale_lex_minus_clip,novel:temporal_misalign,harmonic
pair:disc:mut_tier_scale_lex_minus_clip|novel:temporal_misalign|product,pair,auc_ensemble_violation,0.8,-0.7525610503153081,0.8,0.23333333333333334,0.5625,0.625,0.32142857142857145,disc:mut_tier_scale_lex_minus_clip,novel:temporal_misalign,product
"pair:disc:mut_ext_scale_peak_over_words|disc:product(clip_norm,need_peak_t)|abs_diff",pair,auc_critical_miss,0.8,0.600728971705861,0.4888888888888889,0.8,0.78125,0.78125,0.375,disc:mut_ext_scale_peak_over_words,"disc:product(clip_norm,need_peak_t)",abs_diff
"pair:disc:product(adqa_v4_score,read_s)|disc:spread_diff(clip_top3,crit_w)|harmonic",pair,auc_critical_miss,0.8,0.6419056476387581,0.28888888888888886,0.8,0.28125,0.78125,0.7142857142857143,"disc:product(adqa_v4_score,read_s)","disc:spread_diff(clip_top3,crit_w)",harmonic
"pair:disc:lex_minus_clip|disc:product(clip_norm,need_peak_t)|mean_mm",pair,auc_ensemble_violation,0.8,-0.4717156800501882,0.8,0.6888888888888889,0.6875,0.59375,0.26785714285714285,disc:lex_minus_clip,"disc:product(clip_norm,need_peak_t)",mean_mm
pair:disc:mut_tier_scale_lex_minus_clip|novel:false_grounding_gap|product,pair,auc_ensemble_violation,0.8,-0.6808350961730206,0.8,0.5333333333333333,0.53125,0.5625,0.22321428571428573,disc:mut_tier_scale_lex_minus_clip,novel:false_grounding_gap,product
pair:disc:mut_tier_scale_lex_minus_clip|disc:spread_over_read(clip_top3)|mean_mm,pair,auc_ensemble_violation,0.8,-0.7651075460532359,0.8,0.37777777777777777,0.40625,0.34375,0.4642857142857143,disc:mut_tier_scale_lex_minus_clip,disc:spread_over_read(clip_top3),mean_mm
"pair:disc:mut_tier_scale_lex_minus_clip|disc:spread_diff(clip_top3,gain_vs_cross)|product",pair,auc_critical_miss,0.8,-0.459101436749252,0.6444444444444445,0.8,0.5625,0.6875,0.5535714285714286,disc:mut_tier_scale_lex_minus_clip,"disc:spread_diff(clip_top3,gain_vs_cross)",product
pair:disc:mut_tier_scale_lex_minus_clip|disc:skew_x_crit_spread|harmonic,pair,auc_ensemble_violation,0.8,-0.6815334953625396,0.8,0.4888888888888889,0.46875,0.40625,0.16964285714285715,disc:mut_tier_scale_lex_minus_clip,disc:skew_x_crit_spread,harmonic
"pair:disc:mut_ext_scale_peak_over_words|disc:spread_diff(crit_w,gain_vs_cross)|mean_mm",pair,auc_ensemble_violation,0.8,-0.09324748217523812,0.8,0.4666666666666667,0.53125,0.5,0.44642857142857145,disc:mut_ext_scale_peak_over_words,"disc:spread_diff(crit_w,gain_vs_cross)",mean_mm
"pair:disc:ratio(read_s,adqa_t3_minus_t0)|disc:lex_x_vt|product",pair,auc_critical_miss,0.8,0.8080836388024709,0.3333333333333333,0.8,0.46875,0.75,0.35714285714285715,"disc:ratio(read_s,adqa_t3_minus_t0)",disc:lex_x_vt,product
pair:disc:mut_tier_scale_lex_minus_clip|disc:need_skew_x_clip|product,pair,auc_ensemble_violation,0.8,-0.8060869921123742,0.8,0.4888888888888889,0.4375,0.4375,0.13392857142857142,disc:mut_tier_scale_lex_minus_clip,disc:need_skew_x_clip,product
"pair:disc:diff(clip_mean,read_s)|disc:mut_tier_scale_lex_minus_clip|mean_mm",pair,auc_ensemble_violation,0.8,-0.6939764538810992,0.8,0.5111111111111111,0.4375,0.65625,0.5178571428571429,"disc:diff(clip_mean,read_s)",disc:mut_tier_scale_lex_minus_clip,mean_mm
pair:disc:lex_minus_clip|disc:cond_clip_adqa|product,pair,auc_ensemble_violation,0.8,-0.7320977710459229,0.8,0.5333333333333333,0.53125,0.5625,0.22321428571428573,disc:lex_minus_clip,disc:cond_clip_adqa,product
"pair:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(crit_w,gain_vs_cross)|abs_diff",pair,auc_ensemble_violation,0.8,-0.05080914837468286,0.8,0.2222222222222222,0.34375,0.34375,0.35714285714285715,"disc:mut_log_ratio(read_s,adqa_t3_minus_t0)","disc:spread_diff(crit_w,gain_vs_cross)",abs_diff
pair:disc:peak_minus_lex|disc:lex_spread_proxy|max,pair,auc_ensemble_violation,0.8,-0.3012732063323205,0.8,0.5333333333333333,0.71875,0.625,0.36607142857142855,disc:peak_minus_lex,disc:lex_spread_proxy,max
pair:disc:mut_tier_scale_lex_minus_clip|disc:need_skew_x_clip|harmonic,pair,auc_ensemble_violation,0.8,-0.7843985528627139,0.8,0.4666666666666667,0.4375,0.40625,0.15178571428571427,disc:mut_tier_scale_lex_minus_clip,disc:need_skew_x_clip,harmonic
pair:novel:temporal_misalign|novel:rank_chaos|product,pair,auc_ensemble_violation,0.8,-0.20922449241806942,0.8,0.43333333333333335,0.59375,0.78125,0.25892857142857145,novel:temporal_misalign,novel:rank_chaos,product
"pair:disc:product(read_s,extended_seconds_frac)|disc:std_ratio(crit_w,gain_vs_cross)|mean_mm",pair,auc_critical_miss,0.8,0.1954610684057876,0.6,0.8,0.71875,0.53125,0.6071428571428571,"disc:product(read_s,extended_seconds_frac)","disc:std_ratio(crit_w,gain_vs_cross)",mean_mm
"pair:disc:product(read_s,extended_seconds_frac)|disc:ratio(read_s,adqa_t3_minus_t0)|mean_mm",pair,auc_critical_miss,0.8,0.20562265300180715,0.6,0.8,0.71875,0.53125,0.6071428571428571,"disc:product(read_s,extended_seconds_frac)","disc:ratio(read_s,adqa_t3_minus_t0)",mean_mm
"pair:disc:std_ratio(clip_top3,gain_vs_cross)|disc:need_peak_x_adqa|product",pair,auc_critical_miss,0.8,0.5873892498457769,0.4222222222222222,0.8,0.46875,0.78125,0.7321428571428571,"disc:std_ratio(clip_top3,gain_vs_cross)",disc:need_peak_x_adqa,product
"pair:disc:peak_over_words|disc:ratio(story_recall,adqa_norm)|product",pair,auc_ensemble_violation,0.8,0.21245354202226263,0.8,0.4888888888888889,0.46875,0.625,0.32142857142857145,disc:peak_over_words,"disc:ratio(story_recall,adqa_norm)",product
"pair:disc:product(read_s,extended_seconds_frac)|disc:std_ratio(clip_top3,gain_vs_cross)|mean_mm",pair,auc_critical_miss,0.8,0.19426558786507944,0.6,0.8,0.71875,0.53125,0.6071428571428571,"disc:product(read_s,extended_seconds_frac)","disc:std_ratio(clip_top3,gain_vs_cross)",mean_mm
"pair:disc:ratio(adqa_v4_score,vt_consistency)|disc:cond_vt_spread|harmonic",pair,auc_ensemble_violation,0.8,0.5348197993607203,0.8,0.08888888888888889,0.65625,0.28125,0.5357142857142857,"disc:ratio(adqa_v4_score,vt_consistency)",disc:cond_vt_spread,harmonic
"pair:disc:product(need_max,need_mean)|disc:lex_x_vt|abs_diff",pair,auc_critical_miss,0.8,-0.10430735426523204,0.3111111111111111,0.8,0.625,0.53125,0.5357142857142857,"disc:product(need_max,need_mean)",disc:lex_x_vt,abs_diff
"pair:disc:peak_over_words|disc:ratio(story_recall,adqa_norm)|abs_diff",pair,auc_ensemble_violation,0.8,-0.2540396149004885,0.8,0.6222222222222222,0.65625,0.59375,0.48214285714285715,disc:peak_over_words,"disc:ratio(story_recall,adqa_norm)",abs_diff
"pair:disc:std_ratio(clip_top3,gain_vs_cross)|disc:peak_over_words|abs_diff",pair,auc_ensemble_violation,0.8,-0.20681813354251533,0.8,0.6222222222222222,0.65625,0.59375,0.48214285714285715,"disc:std_ratio(clip_top3,gain_vs_cross)",disc:peak_over_words,abs_diff
"pair:disc:peak_over_words|disc:ratio(story_recall,adqa_norm)|max",pair,auc_ensemble_violation,0.8,-0.2549382747891016,0.8,0.6222222222222222,0.65625,0.59375,0.48214285714285715,disc:peak_over_words,"disc:ratio(story_recall,adqa_norm)",max
"pair:disc:diff(story_recall,lex_purity)|disc:product(clip_norm,need_peak_t)|abs_diff",pair,auc_critical_miss,0.8,0.23615677264870005,0.26666666666666666,0.8,0.5,0.75,0.5178571428571429,"disc:diff(story_recall,lex_purity)","disc:product(clip_norm,need_peak_t)",abs_diff
"pair:disc:std_ratio(clip_top3,gain_vs_cross)|disc:peak_over_words|max",pair,auc_ensemble_violation,0.8,-0.21938831677991605,0.8,0.6222222222222222,0.65625,0.59375,0.48214285714285715,"disc:std_ratio(clip_top3,gain_vs_cross)",disc:peak_over_words,max
pair:ensemble_v4_minmax50|novel:visual_lexicon_purity|mean_mm,pair,auc_ensemble_violation,0.8,0.7352855568037652,0.8,0.35555555555555557,0.6875,0.1875,0.23214285714285715,ensemble_v4_minmax50,novel:visual_lexicon_purity,mean_mm
"pair:disc:spread_over_read(clip_top3)|disc:spread_diff(crit_w,gain_vs_cross)|abs_diff",pair,auc_ensemble_violation,0.8,0.02749605243628817,0.8,0.4666666666666667,0.4375,0.5,0.32142857142857145,disc:spread_over_read(clip_top3),"disc:spread_diff(crit_w,gain_vs_cross)",abs_diff
pair:disc:peak_over_words|novel:audio_leakage|mean_mm,pair,auc_ensemble_violation,0.8,-0.22235938057172172,0.8,0.6222222222222222,0.65625,0.59375,0.48214285714285715,disc:peak_over_words,novel:audio_leakage,mean_mm
"pair:disc:ratio(adqa_v4_score,vt_consistency)|disc:mut_tier_scale_lex_minus_clip|harmonic",pair,auc_ensemble_violation,0.8,0.38027775130011393,0.8,0.37777777777777777,0.65625,0.65625,0.5089285714285714,"disc:ratio(adqa_v4_score,vt_consistency)",disc:mut_tier_scale_lex_minus_clip,harmonic
"pair:disc:std_ratio(clip_top3,gain_vs_cross)|disc:peak_over_words|mean_mm",pair,auc_ensemble_violation,0.8,-0.21877293894959715,0.8,0.6222222222222222,0.65625,0.59375,0.48214285714285715,"disc:std_ratio(clip_top3,gain_vs_cross)",disc:peak_over_words,mean_mm
"pair:disc:peak_over_words|disc:ratio(story_recall,adqa_norm)|mean_mm",pair,auc_ensemble_violation,0.8,-0.25523509544119666,0.8,0.6222222222222222,0.65625,0.59375,0.48214285714285715,disc:peak_over_words,"disc:ratio(story_recall,adqa_norm)",mean_mm
"pair:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(crit_w,gain_vs_cross)|abs_diff",pair,auc_ensemble_violation,0.8,-0.04363503973584861,0.8,0.2222222222222222,0.4375,0.15625,0.44642857142857145,"disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)","disc:spread_diff(crit_w,gain_vs_cross)",abs_diff
"pair:disc:std_ratio(clip_top3,crit_w)|disc:spread_over_read(clip_top3)|product",pair,auc_critical_miss,0.8,-0.10461295759260301,0.3333333333333333,0.8,0.5,0.75,0.7678571428571429,"disc:std_ratio(clip_top3,crit_w)",disc:spread_over_read(clip_top3),product
"pair:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_lex_minus_clip|mean_mm",pair,auc_ensemble_violation,0.8,-0.8356677704615119,0.8,0.7333333333333333,0.46875,0.75,0.23214285714285715,"disc:mut_log_ratio(read_s,adqa_t3_minus_t0)",disc:mut_tier_scale_lex_minus_clip,mean_mm
"pair:tribe_pressure|disc:std_ratio(crit_w,gain_vs_cross)|harmonic",pair,auc_critical_miss,0.8,0.0,0.6444444444444445,0.8,0.71875,0.59375,0.5535714285714286,tribe_pressure,"disc:std_ratio(crit_w,gain_vs_cross)",harmonic
"pair:disc:product(adqa_v4_score,read_s)|disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|harmonic",pair,auc_critical_miss,0.8,0.8688624570844375,0.37777777777777777,0.8,0.625,0.75,0.35714285714285715,"disc:product(adqa_v4_score,read_s)","disc:mut_log_ratio(read_s,adqa_t3_minus_t0)",harmonic
"pair:disc:t3_adqa_minus_clip|disc:diff(clip_norm,speech_mean)|abs_diff",pair,auc_critical_miss,0.8,-0.5433764844258936,0.4,0.8,0.59375,0.5625,0.4375,disc:t3_adqa_minus_clip,"disc:diff(clip_norm,speech_mean)",abs_diff
"pair:disc:lex_minus_clip|disc:ratio(adqa_v4_score,crit_w)|product",pair,auc_ensemble_violation,0.8,0.30747140967461745,0.8,0.4222222222222222,0.4375,0.40625,0.24107142857142858,disc:lex_minus_clip,"disc:ratio(adqa_v4_score,crit_w)",product
pair:disc:peak_over_words|novel:audio_leakage|product,pair,auc_ensemble_violation,0.8,-0.22235938057172172,0.8,0.6222222222222222,0.65625,0.59375,0.48214285714285715,disc:peak_over_words,novel:audio_leakage,product
"pair:disc:product(read_s,extended_seconds_frac)|disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr|mean_mm",pair,auc_critical_miss,0.8,0.19426558786507944,0.6,0.8,0.71875,0.53125,0.6071428571428571,"disc:product(read_s,extended_seconds_frac)","disc:mut_need_scale_std_ratio(clip_top3,gain_vs_cr",mean_mm
"pair:disc:product(need_max,need_mean)|disc:diff(need_peak_t,lex_purity)|abs_diff",pair,auc_ensemble_violation,0.8,-0.23162807895574453,0.8,0.35555555555555557,0.375,0.28125,0.4642857142857143,"disc:product(need_max,need_mean)","disc:diff(need_peak_t,lex_purity)",abs_diff
"pair:disc:lex_x_gain|disc:spread_diff(crit_w,gain_vs_cross)|mean_mm",pair,auc_ensemble_violation,0.8,0.4722907555582512,0.8,0.08888888888888889,0.46875,0.3125,0.41964285714285715,disc:lex_x_gain,"disc:spread_diff(crit_w,gain_vs_cross)",mean_mm
"pair:disc:ratio(adqa_v4_score,vt_consistency)|disc:gain_x_tier|harmonic",pair,auc_ensemble_violation,0.8,0.5284362283999584,0.8,0.08888888888888889,0.65625,0.28125,0.5357142857142857,"disc:ratio(adqa_v4_score,vt_consistency)",disc:gain_x_tier,harmonic
"pair:disc:product(read_s,extended_seconds_frac)|disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|mean_mm",pair,auc_critical_miss,0.8,0.21339327651641032,0.6222222222222222,0.8,0.75,0.53125,0.6071428571428571,"disc:product(read_s,extended_seconds_frac)","disc:mut_log_ratio(read_s,adqa_t3_minus_t0)",mean_mm
"pair:disc:lex_minus_clip|disc:spread_diff(clip_top3,crit_w)|product",pair,auc_critical_miss,0.8,-0.34614727527623723,0.43333333333333335,0.8,0.359375,0.71875,0.6071428571428571,disc:lex_minus_clip,"disc:spread_diff(clip_top3,crit_w)",product
"pair:disc:product(adqa_v4_score,read_s)|disc:ratio(read_s,adqa_t3_minus_t0)|product",pair,auc_critical_miss,0.8,0.8423805616704836,0.35555555555555557,0.8,0.625,0.71875,0.35714285714285715,"disc:product(adqa_v4_score,read_s)","disc:ratio(read_s,adqa_t3_minus_t0)",product
"pair:disc:diff(words,adqa_norm)|disc:spread_diff(crit_w,gain_vs_cross)|product",pair,auc_ensemble_violation,0.8,0.18174518852976113,0.8,0.4666666666666667,0.53125,0.46875,0.35714285714285715,"disc:diff(words,adqa_norm)","disc:spread_diff(crit_w,gain_vs_cross)",product
"pair:disc:t3_adqa_minus_clip|disc:spread_diff(crit_w,gain_vs_cross)|mean_mm",pair,auc_ensemble_violation,0.8,-0.011960094739993299,0.8,0.13333333333333333,0.40625,0.140625,0.41964285714285715,disc:t3_adqa_minus_clip,"disc:spread_diff(crit_w,gain_vs_cross)",mean_mm
pair:novel:visual_lexicon_purity|novel:audio_leakage|max,pair,auc_ensemble_violation,0.8,0.16151441246326018,0.8,0.4888888888888889,0.6875,0.34375,0.32142857142857145,novel:visual_lexicon_purity,novel:audio_leakage,max
"pair:disc:spread_over_read(clip_top3)|disc:spread_diff(clip_top3,gain_vs_cross)|product",pair,auc_critical_miss,0.8,-0.1285348258797772,0.43333333333333335,0.8,0.515625,0.6875,0.75,disc:spread_over_read(clip_top3),"disc:spread_diff(clip_top3,gain_vs_cross)",product
