name,kind,best_target,best_auc,tier_gt_rho,auc_ensemble_violation,auc_critical_miss,auc_judge_disagree,auc_gt_dispute,auc_low_margin
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.056785325683638595,0.4666666666666667,0.9333333333333333,0.625,0.8125,0.7142857142857143
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.4506961638469843,0.4888888888888889,0.9333333333333333,0.75,0.84375,0.6964285714285714
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.016138987299560446,0.4666666666666667,0.9333333333333333,0.59375,0.78125,0.7142857142857143
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.017334467840268628,0.37777777777777777,0.9333333333333333,0.46875,0.8125,0.7142857142857143
"triple:disc:spread_diff(clip_top3,crit_w)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.43635039735848613,0.4888888888888889,0.9333333333333333,0.59375,0.8125,0.6964285714285714
"triple:disc:spread_diff(clip_top3,crit_w)|disc:std_ratio(clip_top3,crit_w)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.49194024250141655,0.4888888888888889,0.9333333333333333,0.625,0.78125,0.7142857142857143
"triple:disc:ratio(adqa_v4_score,crit_w)|novel:visual_lexicon_purity|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.37418540924166066,0.6,0.9333333333333333,0.8125,0.71875,0.5357142857142857
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.6616984792819783,0.5555555555555556,0.9333333333333333,0.65625,0.78125,0.6785714285714286
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:std_ratio(clip_top3,crit_w)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.7250589479395119,0.5777777777777777,0.9333333333333333,0.65625,0.75,0.5892857142857143
"triple:disc:ratio(adqa_v4_score,crit_w)|novel:inversion_mass_adqa|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.9333333333333333,-0.4251687573185616,0.9333333333333333,0.3111111111111111,0.53125,0.40625,0.1875
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.05857854649470087,0.4666666666666667,0.9333333333333333,0.59375,0.78125,0.7142857142857143
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:std_ratio(clip_top3,crit_w)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.7304386103726986,0.5777777777777777,0.9333333333333333,0.65625,0.75,0.5892857142857143
"triple:disc:ratio(adqa_v4_score,crit_w)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.4255910724921125,0.5333333333333333,0.9333333333333333,0.65625,0.8125,0.6607142857142857
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|clip_top3|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.488353800879292,0.37777777777777777,0.9333333333333333,0.5,0.78125,0.7678571428571429
"triple:disc:ratio(adqa_v4_score,crit_w)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.2430029096266102,0.4,0.9333333333333333,0.53125,0.75,0.7321428571428571
"triple:disc:ratio(adqa_v4_score,crit_w)|disc:spread_diff(clip_top3,gain_vs_cross)|novel:visual_lexicon_purity|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.3819560327562639,0.6888888888888889,0.9333333333333333,0.78125,0.71875,0.48214285714285715
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.05379662433186815,0.4666666666666667,0.9333333333333333,0.625,0.8125,0.7142857142857143
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.4758012552018561,0.5111111111111111,0.9333333333333333,0.78125,0.84375,0.6785714285714286
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.481778657905397,0.5111111111111111,0.9333333333333333,0.78125,0.84375,0.6785714285714286
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.4506961638469843,0.4888888888888889,0.9333333333333333,0.75,0.84375,0.6964285714285714
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|clip_top3|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.488353800879292,0.37777777777777777,0.9333333333333333,0.5,0.78125,0.7678571428571429
"triple:clip_top3|disc:spread_diff(clip_top3,gain_vs_cross)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.22295712084207578,0.4888888888888889,0.9333333333333333,0.59375,0.75,0.6964285714285714
"triple:disc:spread_diff(clip_top3,crit_w)|clip_top3|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.3544599803199757,0.4,0.9333333333333333,0.5625,0.75,0.7321428571428571
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.4781922162832725,0.5111111111111111,0.9333333333333333,0.78125,0.78125,0.6607142857142857
triple:clip_top3|novel:inversion_mass_adqa|novel:visual_lexicon_purity|mean_mm,triple,auc_ensemble_violation,0.9333333333333333,0.46623741087619064,0.9333333333333333,0.35555555555555557,0.65625,0.3125,0.35714285714285715
"triple:disc:spread_diff(clip_top3,gain_vs_cross)|disc:std_ratio(clip_top3,crit_w)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.4931357230421248,0.4888888888888889,0.9333333333333333,0.65625,0.71875,0.6964285714285714
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|clip_top3|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.49971086601601966,0.37777777777777777,0.9333333333333333,0.5,0.78125,0.7678571428571429
"triple:disc:diff(adqa_norm,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.40024181368259903,0.4888888888888889,0.9333333333333333,0.75,0.78125,0.7321428571428571
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.4710193330390234,0.4888888888888889,0.9333333333333333,0.75,0.84375,0.6964285714285714
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.49194024250141655,0.5111111111111111,0.9333333333333333,0.78125,0.84375,0.6785714285714286
"triple:disc:spread_diff(clip_top3,crit_w)|disc:diff(adqa_norm,speech_mean)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.39964399170547793,0.4444444444444444,0.9333333333333333,0.6875,0.8125,0.7321428571428571
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.05738306595399269,0.37777777777777777,0.9333333333333333,0.46875,0.8125,0.7142857142857143
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.017334467840268628,0.37777777777777777,0.9333333333333333,0.46875,0.8125,0.7142857142857143
"triple:disc:spread_diff(clip_top3,crit_w)|disc:diff(adqa_norm,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.3410574379476068,0.4888888888888889,0.9333333333333333,0.75,0.78125,0.7321428571428571
triple:novel:inversion_mass_adqa|novel:visual_lexicon_purity|disc:mut_tier_scale_lex_minus_clip|mean_mm,triple,auc_ensemble_violation,0.9333333333333333,-0.37599374361712223,0.9333333333333333,0.4444444444444444,0.59375,0.40625,0.16071428571428573
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.04124407865443224,0.4666666666666667,0.9333333333333333,0.59375,0.78125,0.7142857142857143
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.6270295436014409,0.5555555555555556,0.9333333333333333,0.6875,0.78125,0.6785714285714286
"triple:disc:spread_diff(clip_top3,crit_w)|disc:diff(clip_norm,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.33951647356112347,0.4666666666666667,0.9333333333333333,0.71875,0.78125,0.7321428571428571
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:std_ratio(clip_top3,crit_w)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.7059312592881809,0.6,0.9333333333333333,0.6875,0.75,0.5892857142857143
"triple:disc:spread_diff(clip_top3,crit_w)|disc:diff(clip_norm,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.5170453338562884,0.4444444444444444,0.9333333333333333,0.78125,0.875,0.75
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.0,0.4222222222222222,0.9333333333333333,0.84375,0.875,0.6071428571428571
"triple:disc:spread_diff(clip_top3,crit_w)|novel:visual_lexicon_purity|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.3807605522155557,0.7111111111111111,0.9333333333333333,0.75,0.75,0.5
"triple:clip_top3|disc:spread_diff(clip_top3,gain_vs_cross)|novel:visual_lexicon_purity|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.5032973076381442,0.5555555555555556,0.9333333333333333,0.625,0.71875,0.6785714285714286
"triple:disc:spread_diff(clip_top3,gain_vs_cross)|novel:visual_lexicon_purity|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.19038333715459257,0.5111111111111111,0.9333333333333333,0.65625,0.78125,0.7321428571428571
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.04064633838407816,0.35555555555555557,0.9333333333333333,0.46875,0.8125,0.7142857142857143
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9333333333333333,0.016138987299560446,0.4666666666666667,0.9333333333333333,0.59375,0.78125,0.7142857142857143
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.6646871806337488,0.5555555555555556,0.9333333333333333,0.65625,0.78125,0.6785714285714286
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:std_ratio(clip_top3,crit_w)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9333333333333333,-0.7304386103726986,0.5777777777777777,0.9333333333333333,0.65625,0.75,0.5892857142857143
"triple:disc:spread_x_need(clip_top3)|disc:diff(adqa_norm,speech_mean)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_low_margin,0.9285714285714286,0.4905129322278902,0.4,0.6666666666666666,0.6875,0.71875,0.9285714285714286
triple:disc:spread_x_need(clip_top3)|clip_top3|disc:mut_tier_scale_lex_minus_clip|mean_mm,triple,auc_low_margin,0.9285714285714286,-0.3544599803199757,0.4666666666666667,0.5111111111111111,0.59375,0.34375,0.9285714285714286
"triple:disc:spread_x_need(clip_top3)|clip_top3|disc:diff(adqa_norm,speech_mean)|mean_mm",triple,auc_low_margin,0.9285714285714286,0.7561414419979247,0.37777777777777777,0.37777777777777777,0.75,0.34375,0.9285714285714286
"triple:disc:spread_x_need(clip_top3)|clip_top3|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_low_margin,0.9285714285714286,0.6802284276629551,0.35555555555555557,0.4,0.75,0.4375,0.9285714285714286
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_low_margin,0.9285714285714286,0.41602722816644705,0.2222222222222222,0.7333333333333333,0.5,0.84375,0.9285714285714286
"triple:disc:spread_x_need(clip_top3)|disc:spread_diff(clip_top3,crit_w)|clip_top3|mean_mm",triple,auc_low_margin,0.9285714285714286,0.43874135843990253,0.3333333333333333,0.8666666666666667,0.5,0.8125,0.9285714285714286
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_low_margin,0.9285714285714286,0.41602722816644705,0.2222222222222222,0.7333333333333333,0.5,0.84375,0.9285714285714286
"triple:disc:spread_x_need(clip_top3)|clip_top3|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_low_margin,0.9285714285714286,0.4578690470912333,0.35555555555555557,0.8444444444444444,0.5,0.78125,0.9285714285714286
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_low_margin,0.9285714285714286,0.49373346331247875,0.2222222222222222,0.7555555555555555,0.5,0.90625,0.9285714285714286
"triple:disc:spread_diff(clip_top3,crit_w)|clip_top3|disc:diff(clip_norm,speech_mean)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.6359956476567523,0.37777777777777777,0.9111111111111111,0.71875,0.84375,0.8214285714285714
"triple:disc:spread_diff(clip_top3,crit_w)|disc:diff(clip_norm,speech_mean)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.3891289160005129,0.4444444444444444,0.9111111111111111,0.6875,0.84375,0.75
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.9111111111111111,-0.6431685309010015,0.9111111111111111,0.5555555555555556,0.59375,0.6875,0.23214285714285715
"triple:disc:spread_diff(clip_top3,crit_w)|clip_top3|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.4094520851925521,0.3333333333333333,0.9111111111111111,0.5,0.78125,0.7678571428571429
"triple:disc:spread_diff(clip_top3,crit_w)|disc:diff(clip_norm,speech_mean)|novel:visual_lexicon_purity|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.4698238524983152,0.6444444444444445,0.9111111111111111,0.84375,0.75,0.5714285714285714
"triple:disc:spread_diff(clip_top3,gain_vs_cross)|novel:inversion_mass_adqa|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.9111111111111111,-0.5284023989930161,0.9111111111111111,0.6888888888888889,0.84375,0.5625,0.44642857142857145
"triple:disc:spread_diff(clip_top3,crit_w)|disc:diff(clip_norm,speech_mean)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9111111111111111,-0.18769044489118444,0.5555555555555556,0.9111111111111111,0.8125,0.78125,0.6607142857142857
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.9111111111111111,-0.6168925062152129,0.9111111111111111,0.5555555555555556,0.59375,0.6875,0.23214285714285715
"triple:disc:spread_diff(clip_top3,crit_w)|disc:diff(adqa_norm,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.5586376852301776,0.5111111111111111,0.9111111111111111,0.8125,0.78125,0.6964285714285714
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.06575142973894996,0.35555555555555557,0.9111111111111111,0.46875,0.8125,0.6964285714285714
"triple:disc:spread_diff(clip_top3,crit_w)|disc:spread_diff(clip_top3,gain_vs_cross)|novel:inversion_mass_adqa|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.0,0.7111111111111111,0.9111111111111111,0.875,0.71875,0.5714285714285714
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.062164988116825415,0.35555555555555557,0.9111111111111111,0.46875,0.8125,0.8392857142857143
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.016138987299560446,0.4666666666666667,0.9111111111111111,0.625,0.8125,0.7142857142857143
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.016138987299560446,0.35555555555555557,0.9111111111111111,0.46875,0.8125,0.8392857142857143
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.017334467840268628,0.4444444444444444,0.9111111111111111,0.53125,0.75,0.8214285714285714
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.062164988116825415,0.37777777777777777,0.9111111111111111,0.84375,0.90625,0.5357142857142857
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.035864416221245435,0.4666666666666667,0.9111111111111111,0.625,0.8125,0.7142857142857143
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.4955266841235411,0.5333333333333333,0.9111111111111111,0.78125,0.78125,0.6607142857142857
"triple:disc:spread_diff(clip_top3,crit_w)|disc:diff(need_std,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.0,0.5333333333333333,0.9111111111111111,0.875,0.75,0.6785714285714286
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.028691532976996344,0.37777777777777777,0.9111111111111111,0.84375,0.90625,0.5357142857142857
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.481778657905397,0.5333333333333333,0.9111111111111111,0.78125,0.78125,0.6607142857142857
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:diff(adqa_norm,speech_mean)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.9111111111111111,0.47460577466114795,0.9111111111111111,0.5777777777777777,0.8125,0.625,0.4107142857142857
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.0633604686575336,0.4444444444444444,0.9111111111111111,0.53125,0.75,0.8214285714285714
"triple:disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.44890294303592204,0.26666666666666666,0.9111111111111111,0.46875,0.875,0.7142857142857143
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.44710972222485973,0.26666666666666666,0.9111111111111111,0.46875,0.875,0.7142857142857143
"triple:disc:diff(clip_norm,speech_mean)|novel:inversion_mass_adqa|novel:visual_lexicon_purity|mean_mm",triple,auc_ensemble_violation,0.9111111111111111,0.4817825310199669,0.9111111111111111,0.5333333333333333,0.84375,0.4375,0.30357142857142855
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.0,0.6222222222222222,0.9111111111111111,0.90625,0.75,0.6785714285714286
"triple:disc:diff(adqa_norm,speech_mean)|novel:inversion_mass_adqa|novel:visual_lexicon_purity|mean_mm",triple,auc_ensemble_violation,0.9111111111111111,0.5062900791239603,0.9111111111111111,0.37777777777777777,0.84375,0.21875,0.32142857142857145
"triple:disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.0,0.4444444444444444,0.9111111111111111,0.8125,0.84375,0.6071428571428571
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|novel:inversion_mass_adqa|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_ensemble_violation,0.9111111111111111,-0.6431840429548089,0.9111111111111111,0.5555555555555556,0.59375,0.6875,0.23214285714285715
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.0,0.6444444444444445,0.9111111111111111,0.90625,0.75,0.6785714285714286
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_ext_scale_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.016138987299560446,0.37777777777777777,0.9111111111111111,0.84375,0.90625,0.5357142857142857
triple:clip_top3|novel:inversion_mass_adqa|disc:mut_tier_scale_lex_minus_clip|mean_mm,triple,auc_ensemble_violation,0.9111111111111111,-0.22176164030136764,0.9111111111111111,0.28888888888888886,0.625,0.28125,0.39285714285714285
"triple:disc:mut_inv_diff(need_mean,speech_mean)|disc:spread_diff(clip_top3,gain_vs_cross)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.0,0.6444444444444445,0.9111111111111111,0.90625,0.71875,0.6785714285714286
"triple:clip_top3|novel:visual_lexicon_purity|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.5206317754784129,0.4888888888888889,0.9111111111111111,0.71875,0.78125,0.6964285714285714
"triple:disc:ratio(read_s,adqa_t3_minus_t0)|disc:mut_tier_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_diff(clip_top3,gain_vs_cross)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.03227797459912089,0.4666666666666667,0.9111111111111111,0.625,0.8125,0.7142857142857143
"triple:disc:spread_x_need(clip_top3)|disc:spread_diff(clip_top3,crit_w)|disc:mut_tier_scale_lex_minus_clip|mean_mm",triple,auc_critical_miss,0.9111111111111111,-0.5654622957549696,0.4444444444444444,0.9111111111111111,0.5625,0.71875,0.8214285714285714
"triple:disc:diff(adqa_norm,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.9111111111111111,0.552917667405824,0.9111111111111111,0.24444444444444444,0.84375,0.28125,0.38392857142857145
"triple:disc:mut_need_scale_ratio(read_s,adqa_t3_minus_t0)|disc:spread_x_need(clip_top3)|disc:spread_diff(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.016138987299560446,0.35555555555555557,0.9111111111111111,0.46875,0.8125,0.8392857142857143
"triple:disc:diff(clip_norm,speech_mean)|disc:ratio(adqa_v4_score,crit_w)|novel:inversion_mass_adqa|mean_mm",triple,auc_ensemble_violation,0.9111111111111111,0.5394089532470329,0.9111111111111111,0.35555555555555557,0.84375,0.5,0.3482142857142857
"triple:disc:mut_log_ratio(read_s,adqa_t3_minus_t0)|disc:ratio(adqa_v4_score,crit_w)|disc:std_ratio(clip_top3,crit_w)|mean_mm",triple,auc_critical_miss,0.9111111111111111,0.5021018270974361,0.3111111111111111,0.9111111111111111,0.46875,0.875,0.7142857142857143
