video_id,category,model,n_frames,q_idx,question,answer_key,required_visual_evidence,importance,question_rationale
A0e7Z55s8pE_000008_000018,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What weather condition is evident throughout the sequence?,Heavy snow covering the roof and ground,thick snow layer on roof; snow on ground; snow accumulation visible throughout,useful,Weather conditions affect safety and difficulty of the depicted action
A0e7Z55s8pE_000008_000018,How-to & Instructional,claude-haiku-4-5-20251001,8,4,How many people are visible performing the main action?,One person,single figure on ladder; single person descending; one individual visible in final frames,useful,Clarifies whether action is solo or involves multiple participants
Xdz1cxEjLYc_000007_000017,Food & Cooking,claude-haiku-4-5-20251001,8,0,Who is the main subject in this video clip?,A young child with blonde hair wearing a pink and white striped shirt,young child; blonde hair; pink and white striped clothing,critical,Identifying the main subject is essential for understanding the scene's focus.
Xdz1cxEjLYc_000007_000017,Food & Cooking,claude-haiku-4-5-20251001,8,1,What is the child doing at the table?,Eating food from a plate with what appears to be a meal in front of them,child at table; plate with food; eating action,critical,The primary action frames the entire scene and context of the clip.
Xdz1cxEjLYc_000007_000017,Food & Cooking,claude-haiku-4-5-20251001,8,2,What objects are visible on the table in front of the child?,A plate with food and a glass or cup containing a beverage,plate with food; glass or cup; table setting,useful,Key objects help listeners visualize the mealtime setting and context.
Xdz1cxEjLYc_000007_000017,Food & Cooking,claude-haiku-4-5-20251001,8,3,Where is this scene taking place?,"At a table indoors, likely in a home or dining area",table; indoor setting; dining context,useful,Location establishes the setting and helps orient the listener to the environment.
Xdz1cxEjLYc_000007_000017,Food & Cooking,claude-haiku-4-5-20251001,8,4,What is visible in the background of the scene?,"Dark furniture or shelving, suggesting an indoor home environment",dark background furniture; indoor setting,useful,Background context provides environmental details for scene comprehension.
HpRmj5ce32c_000001_000011,Sports,claude-haiku-4-5-20251001,8,0,What sport or activity is the person engaged in?,Curling; sliding a curling stone across ice,person with curling broom; stone on pink/light surface; indoor ice rink,critical,Identifies the primary activity and sport being performed in the clip
HpRmj5ce32c_000001_000011,Sports,claude-haiku-4-5-20251001,8,1,Describe the setting where this activity takes place.,Indoor ice rink with yellow padding on walls and metal roof structure,large indoor warehouse-style building; yellow wall padding; exposed metal ceiling beams; pink/light colored ice surface,critical,Essential context for understanding the environment and facility type
HpRmj5ce32c_000001_000011,Sports,claude-haiku-4-5-20251001,8,2,What is the main object the person is propelling across the surface?,A curling stone; a dark circular stone,dark round object on ice; person pushing/sliding it,useful,Key equipment object central to understanding the curling action
HpRmj5ce32c_000001_000011,Sports,claude-haiku-4-5-20251001,8,3,What equipment is the person holding while performing this activity?,A curling broom; a broom used for sweeping the ice,person holding broom-like implement; broom in hand during activity,useful,Important tool used in curling that should be mentioned in audio description
HpRmj5ce32c_000001_000011,Sports,claude-haiku-4-5-20251001,8,4,What visible text or signage appears on the facility walls?,A sign on the yellow wall padding (text not fully legible in frames),white/light colored sign on yellow padding; text on wall,useful,Indicates facility identification or rules signage typical of sports venues
dlBeUWrse3I_000019_000029,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What are the children doing in the outdoor scenes at the top?,Two children are looking at or examining something on a brick wall near a railing.,two children; brick wall; outdoor setting; railing; examining,critical,Establishes main action and setting for opening sequence of the video.
dlBeUWrse3I_000019_000029,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What colorful objects are the child manipulating indoors?,"Star-shaped puzzle pieces or tiles in multiple colors including red, blue, and yellow.",star shapes; colorful; multiple colors; child hands; table,critical,Identifies key objects and activity central to the indoor portion of the clip.
dlBeUWrse3I_000019_000029,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What is the setting for the indoor activity with the star objects?,"A table or work surface with a green top, indoors.",green table; indoor; work surface; child leaning over,useful,Provides context for where the main activity takes place.
dlBeUWrse3I_000019_000029,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What is the child doing in the final outdoor scene?,"A child is crouching or bending down, holding or examining something small in their hands.",crouching; outdoor; hands; small object; ground level,useful,Describes the concluding action and demonstrates engagement with an object.
dlBeUWrse3I_000019_000029,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What age group are the main subjects in this video?,"Young children, appearing to be preschool or early elementary school age.",small hands; child proportions; young appearance; educational activity,useful,Helps listener understand the developmental context of the activities shown.
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",claude-haiku-4-5-20251001,8,0,What animal is being presented to the audience in this clip?,A sheep standing on its hind legs,woolly animal; standing upright; four legs visible,critical,The main subject of the entire clip; essential for understanding the content
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",claude-haiku-4-5-20251001,8,1,What is the primary setting or location where this demonstration takes place?,An indoor exhibition or show venue with green backdrop,green wall/backdrop; brick structure; indoor stage area,critical,Establishes context for the entire scene and activity being shown
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",claude-haiku-4-5-20251001,8,2,What action is the man in the blue shirt performing with the sheep?,"Handling and examining the sheep, demonstrating its posture",man in blue shirt; hands on sheep; sheep standing upright,critical,Describes the main action and interaction central to the clip
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",claude-haiku-4-5-20251001,8,3,Who comprises the audience watching this demonstration?,A group of adults and children of various ages,multiple people; children present; adults watching,useful,Helps listeners understand the context and scale of the event
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",claude-haiku-4-5-20251001,8,4,What visible text or signage appears in the exhibition area?,A sign reading 'Hemwick' is visible on the brick structure,brick structure with label; text on display; exhibition signage,useful,Provides location/venue identification relevant to the setting description
c_gQ9CSaZY4_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the person doing with the bright green bag?,Packing or organizing clothes into a bright green/neon bag,person's hands; bright green bag; folded clothing items,critical,Main action visible across frames; central to understanding the scene
c_gQ9CSaZY4_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What type of items are laid out on the floor?,"Clothing items including shirts, pants, and undergarments in various colors",folded clothes; black items; white items; pink items; patterned items,critical,Essential context for what is being packed; defines the activity
c_gQ9CSaZY4_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,2,Where is this packing activity taking place?,On a wooden or laminate floor indoors,wooden floor; indoor setting; overhead camera angle,useful,Establishes the setting and environment for the activity
c_gQ9CSaZY4_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,3,How many distinct piles or groups of clothing are visible?,Multiple organized piles of clothing sorted by color and type,black pile; white pile; pink pile; patterned items; organized layout,useful,Shows the organized nature of the packing process
c_gQ9CSaZY4_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What color is the main bag being used for packing?,Bright neon green or lime green,bright green bag; neon color; bag opening,useful,Distinctive visual element that helps identify the primary packing container
1HUWWCLza0w_000000_000010,Sports,claude-haiku-4-5-20251001,8,0,What is the main subject doing in this video?,Throwing a ball toward a basketball hoop on an outdoor court,person in white shirt and black shorts; ball in flight; basketball hoop visible in distance,critical,Core action that defines the entire video sequence and purpose
1HUWWCLza0w_000000_000010,Sports,claude-haiku-4-5-20251001,8,1,Where is this activity taking place?,An outdoor asphalt court or parking lot area with painted court markings,asphalt surface; white painted lines and circles; buildings and green fields in background,critical,Setting establishes context for understanding the shooting activity
1HUWWCLza0w_000000_000010,Sports,claude-haiku-4-5-20251001,8,2,What is visible on the ground in the court area?,Painted white lines and circles marking court boundaries and positions,white painted markings; circular court outline; numbered or lettered sections,useful,Court markings help listeners visualize the structured playing space
1HUWWCLza0w_000000_000010,Sports,claude-haiku-4-5-20251001,8,3,What is the person wearing?,White t-shirt and black shorts,white shirt; black shorts; athletic attire,useful,Clothing description helps listeners visualize the main subject clearly
1HUWWCLza0w_000000_000010,Sports,claude-haiku-4-5-20251001,8,4,What equipment is visible in the distance on the court?,A basketball hoop mounted on a pole,hoop structure; backboard; pole support; distant target,critical,The hoop is the target object essential to understanding the shooting action
Bss3WwpDdS8_000041_000051,People & Vlogs,claude-haiku-4-5-20251001,8,0,What is the main subject wearing?,A black long-sleeved shirt with a gold or yellow neckline,black shirt; gold/yellow neckline detail; long sleeves,useful,"Identifies the person's appearance and clothing, essential for scene orientation."
Bss3WwpDdS8_000041_000051,People & Vlogs,claude-haiku-4-5-20251001,8,1,Where does this scene take place?,Indoors in what appears to be a home or office room with shelving,interior setting; shelving visible; walls and ceiling,critical,Establishes the location context necessary for understanding the scene setting.
Bss3WwpDdS8_000041_000051,People & Vlogs,claude-haiku-4-5-20251001,8,2,What is the main subject doing with their hands?,Gesturing or moving hands while speaking to the camera,hand gestures; hands in motion; person facing camera,useful,Describes the primary action and body language of the main subject.
Bss3WwpDdS8_000041_000051,People & Vlogs,claude-haiku-4-5-20251001,8,3,Is the person stationary or moving during the clip?,Moving; the camera angle and framing shift throughout the sequence,changing camera angles; shifting perspective; motion blur in later frames,critical,Indicates dynamic movement essential for understanding the clip's action.
Bss3WwpDdS8_000041_000051,People & Vlogs,claude-haiku-4-5-20251001,8,4,What is visible on the wall or shelving in the background?,Shelving with various items and what appears to be posted materials or decorations,shelving unit; background items; wall-mounted elements,useful,Provides environmental context and helps listeners visualize the indoor setting.
rGQ64NXktF8_000006_000016,People & Vlogs,claude-haiku-4-5-20251001,8,0,What are the two people doing with the bicycle?,They are working on or repairing the bicycle together.,two people; bicycle; hands working on bike components,critical,Main action and subject; essential for understanding the scene's purpose.
rGQ64NXktF8_000006_000016,People & Vlogs,claude-haiku-4-5-20251001,8,1,Where does this activity take place?,Indoors on a tiled floor against a green wall.,green wall; tiled floor; indoor setting,critical,Setting context is fundamental to AD; establishes location and environment.
rGQ64NXktF8_000006_000016,People & Vlogs,claude-haiku-4-5-20251001,8,2,What objects are visible in the background of the room?,"A shopping cart, blue containers, and other storage items.",shopping cart; blue containers; background items,useful,Background objects help establish the space type and context of the activity.
rGQ64NXktF8_000006_000016,People & Vlogs,claude-haiku-4-5-20251001,8,3,What type of bicycle is being worked on?,A silver or gray utility bicycle with a basket.,silver/gray bicycle; basket on front; utility-style frame,useful,Bicycle type provides visual context for understanding the repair work.
rGQ64NXktF8_000006_000016,People & Vlogs,claude-haiku-4-5-20251001,8,4,How many people are actively engaged in the bicycle work?,Two people are working on the bicycle together.,two individuals; both hands visible working; collaborative positioning,critical,Number of participants is essential for understanding the scene's social dynamic.
jeweRSnAJeo_000050_000060,Film & Animation,claude-haiku-4-5-20251001,8,0,What is the person doing with the open book or magazine?,Reading and turning pages of a magazine or catalog,open book/magazine on table; hands turning pages; person leaning over,critical,Main action; essential for understanding the scene's primary activity
jeweRSnAJeo_000050_000060,Film & Animation,claude-haiku-4-5-20251001,8,1,Where is this activity taking place?,"At a table indoors, in dim lighting",table surface; indoor setting; low light conditions,critical,Setting context necessary for listener to visualize the scene
jeweRSnAJeo_000050_000060,Film & Animation,claude-haiku-4-5-20251001,8,2,What objects are visible on the table besides the magazine?,A candle in a glass jar labeled Yankee Candle,glass jar; candle; Yankee Candle label visible,useful,Key object that establishes atmosphere and adds scene detail
jeweRSnAJeo_000050_000060,Film & Animation,claude-haiku-4-5-20251001,8,3,What is the person's approximate position relative to the table?,"Seated at the table, leaning forward over the open pages",person seated; leaning posture; hands on pages,useful,Body position clarifies engagement level and viewing angle
jeweRSnAJeo_000050_000060,Film & Animation,claude-haiku-4-5-20251001,8,4,How many pages of the magazine are visible as open at once?,Two facing pages are open and visible,open spread; left and right pages; magazine binding,useful,Helps listener understand the magazine format and reading layout
crjesEwF0Ks_000197_000207,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the person doing with the red object?,Lifting or picking up a red suitcase/luggage from the floor,person bending down; red suitcase; progressive lifting motion across frames,critical,Main action of the clip; essential for understanding the scene's purpose
crjesEwF0Ks_000197_000207,How-to & Instructional,claude-haiku-4-5-20251001,8,1,Where is this scene taking place?,Inside a garage or storage area with a garage door visible,garage door with panels; concrete floor; metal shelving/storage racks,critical,Setting context necessary for understanding the environment and activity
crjesEwF0Ks_000197_000207,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What color is the main piece of luggage being handled?,Red,red suitcase throughout frames,useful,Identifies the primary object of focus in the action sequence
crjesEwF0Ks_000197_000207,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What other items are visible in the storage area?,"Carpet cleaning machines, tools, and various equipment on shelves",blue carpet cleaning machine; dark equipment on right; metal shelving,useful,Establishes context that this is a storage/utility space with multiple items
crjesEwF0Ks_000197_000207,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What is the person wearing on their feet?,No shoes; the person is barefoot,visible bare feet in multiple frames; no footwear,useful,Notable detail that contributes to understanding the scene's context and tone
iZP6gjlr_nM_000113_000123,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the main subject wearing?,A dark blue jacket with reflective stripes and a patterned shirt underneath,dark blue jacket; reflective stripes on sleeves; patterned shirt visible at neckline,critical,Clothing is essential context for identifying the person and setting tone.
iZP6gjlr_nM_000113_000123,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What is the person doing with the white object?,Examining or inspecting a white foam or plastic container/box closely,person leaning toward white object; hands near white container; close inspection posture,critical,Main action in the clip; central to understanding the scene's purpose.
iZP6gjlr_nM_000113_000123,How-to & Instructional,claude-haiku-4-5-20251001,8,2,What tool is visible in the person's hand?,A yellow and black pen or marker,yellow and black writing instrument; held in hand near white object,useful,"Tool presence suggests documentation, measurement, or marking activity."
iZP6gjlr_nM_000113_000123,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What is the setting or location where this occurs?,An indoor room with plain beige or gray walls,plain wall background; indoor ceiling visible; neutral wall color,useful,Setting context helps listeners understand the environment and activity type.
iZP6gjlr_nM_000113_000123,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What type of container is being examined?,A white plastic or foam storage box with multiple compartments or sections,white container with visible compartments; rectangular shape; translucent or opaque white material,critical,Object identification is key to understanding what activity is being performed.
9eBhetL8n5Q_000222_000232,People & Vlogs,claude-haiku-4-5-20251001,8,0,What is the main subject doing in these frames?,A shirtless person is posing and smiling for the camera,shirtless torso; smiling facial expression; direct camera gaze,critical,Establishes primary action and subject engagement with viewer
9eBhetL8n5Q_000222_000232,People & Vlogs,claude-haiku-4-5-20251001,8,1,What text or markings are visible on the person's chest?,Tattoos with text and footprint designs on the chest,chest tattoos; text tattoos; footprint tattoo,useful,Distinctive visible marking that characterizes the subject's appearance
9eBhetL8n5Q_000222_000232,People & Vlogs,claude-haiku-4-5-20251001,8,2,What is the setting or location where this takes place?,An indoor room with white walls and wooden furniture,white walls; indoor environment; wooden furniture/trim,useful,Provides spatial context for understanding the scene environment
9eBhetL8n5Q_000222_000232,People & Vlogs,claude-haiku-4-5-20251001,8,3,What is visible in the person's hand or near their mouth?,"The person is holding or eating food, appears to be bread or pastry",food item in hand; food near mouth; baked good appearance,useful,Secondary action detail that adds context to the scene activity
9eBhetL8n5Q_000222_000232,People & Vlogs,claude-haiku-4-5-20251001,8,4,What type of clothing is the person wearing below the waist?,Dark-colored pants or shorts,dark lower garment; pants/shorts visible,useful,Completes physical description of subject's appearance and attire
zTJ0Zbv1jBo_000045_000055,Health & Wellness,claude-haiku-4-5-20251001,8,0,What is the young child doing in the video footage?,Walking on tip toes across a floor,child walking; on tip toes; floor surface,critical,Main action of the segment; central to understanding the clip's content
zTJ0Zbv1jBo_000045_000055,Health & Wellness,claude-haiku-4-5-20251001,8,1,What is the setting or location where this action takes place?,Indoors in a room with green walls,green walls; indoor hallway or room; floor,critical,Establishes the environment; necessary context for the scene
zTJ0Zbv1jBo_000045_000055,Health & Wellness,claude-haiku-4-5-20251001,8,2,Who is calling in to discuss this situation?,A caller named Sarah,on-screen text 'Sarah'; on the phone,useful,Identifies the caller; relevant to understanding the show format
zTJ0Zbv1jBo_000045_000055,Health & Wellness,claude-haiku-4-5-20251001,8,3,What is the age of the child being discussed?,Three years old,on-screen text '3 YEAR-OLD',useful,Key demographic detail about the subject of the call
zTJ0Zbv1jBo_000045_000055,Health & Wellness,claude-haiku-4-5-20251001,8,4,What is the name of the show or program?,The DJs,on-screen text 'THE DJs',useful,Identifies the program context for the segment
h8wsO9A9v_c_000016_000026,People & Vlogs,claude-haiku-4-5-20251001,8,0,What is the main subject doing in this video?,A young child is riding a red tricycle on a concrete surface.,young child; red tricycle; concrete surface/pavement,critical,Identifies the primary action and subject essential to understanding the clip.
h8wsO9A9v_c_000016_000026,People & Vlogs,claude-haiku-4-5-20251001,8,1,What is the child wearing?,A white or light-colored short-sleeved shirt and yellow leg coverings or socks.,white shirt; yellow leg coverings; short sleeves,useful,"Describes the child's appearance, important for visual scene comprehension."
h8wsO9A9v_c_000016_000026,People & Vlogs,claude-haiku-4-5-20251001,8,2,What is the setting or location where this activity takes place?,An outdoor residential area with a concrete driveway or pathway and vegetation nearby.,concrete surface; outdoor; residential setting; vegetation/plants,critical,Establishes the environment context necessary for scene understanding.
h8wsO9A9v_c_000016_000026,People & Vlogs,claude-haiku-4-5-20251001,8,3,What features does the tricycle have?,"The tricycle has a red frame, a red basket in front, and yellow wheel covers or lights.",red frame; front basket; yellow wheel covers/lights,useful,Describes key characteristics of the main object in the scene.
h8wsO9A9v_c_000016_000026,People & Vlogs,claude-haiku-4-5-20251001,8,4,How does the child's position or stance change throughout the video?,The child transitions from standing on the pedals to sitting while riding the tricycle.,standing position; sitting position; riding motion,useful,Captures the dynamic movement and changing posture during the activity.
iGmGQxox43I_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,0,What is the woman in the orange shirt doing with the horse?,Holding and demonstrating a grooming tool or curry comb on the horse,woman in orange shirt; horse; handheld grooming tool; demonstrating on horse's body,critical,Main action and subject are central to understanding the video's purpose and content
iGmGQxox43I_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,1,What type of grooming tool is the woman holding?,A curry comb or grooming brush with a mesh or textured surface,handheld tool; mesh or textured circular surface; held in hand,useful,Identifying the specific tool helps viewers understand the grooming demonstration being shown
iGmGQxox43I_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,2,Where is this scene taking place?,"In a stable or barn, on a concrete floor",concrete floor; indoor setting; horse in stall or stable area,critical,Setting context is essential for understanding the environment and activity type
iGmGQxox43I_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,3,What is the woman wearing on her head?,A white baseball cap or sports cap,white cap; worn on head,useful,Visible attire details help create a complete picture of the scene for blind viewers
iGmGQxox43I_000000_000010,How-to & Instructional,claude-haiku-4-5-20251001,8,4,What color is the horse in the video?,Dark brown or bay colored,horse; dark brown coloring; visible throughout frames,useful,Horse appearance is a key visual element that should be described in audio description
